#{"t_start": 1754520773.6815035, "env_id": "None"}
r,l,t
1781.408595,487,5.836115
854.043639,380,7.795635
863.128466,458,10.319392
656.081673,263,11.83425
1949.140567,410,14.173575
256.533853,844,18.499747
877.858134,365,20.356722
407.15906,347,22.180016
793.704359,396,24.144675
26.442154,743,28.317896
1154.25681,265,29.57192
1872.518183,565,32.494495
649.823246,233,33.72557
1961.309493,791,38.265157
437.565579,348,40.456967
536.09697,357,42.630418
387.042606,1237,49.19646
798.107199,384,50.997271
555.525429,194,51.947698
127.79846,280,53.236513
432.658365,289,54.47979
417.896528,280,55.839218
796.348246,428,57.839454
848.254256,266,59.123445
506.235953,300,60.477211
-136.48246,598,63.068031
497.557542,334,64.605341
1033.183215,358,66.180975
-472.595696,433,68.533962
656.091203,241,69.943886
447.378552,190,71.016252
850.111229,333,72.933738
334.199757,316,74.893529
327.85438,289,76.72932
560.826763,205,77.985048
534.572002,242,79.219214
477.774218,319,80.878338
550.158306,226,81.953188
392.854931,244,83.183598
505.804642,423,85.346878
739.59141,271,86.671492
221.314034,324,88.230592
63.466511,306,89.973371
635.094049,202,90.964961
597.290777,258,92.101896
617.901991,192,92.973657
932.258365,252,94.070071
1003.383717,439,95.966293
578.619573,174,96.75519
259.745581,263,97.983576
418.035514,224,98.980674
589.423435,184,99.776637
280.395709,474,102.130159
557.857866,305,104.069109
190.068321,283,105.747397
948.821816,244,107.237535
822.644673,271,108.894083
601.55149,239,110.643536
561.60774,168,111.490168
939.340961,526,113.730232
1115.903008,773,116.956719
710.2752,221,117.882788
1082.963208,281,119.170701
214.210355,267,120.349503
2003.552386,402,122.142286
582.500919,219,123.116055
1674.943678,904,127.077682
508.05273,225,128.058888
707.983399,272,129.412427
5751.875349,1922,139.404336
567.399483,208,140.705658
200.533699,359,142.851057
704.193743,399,144.701413
906.656977,255,145.939495
601.581306,230,147.027457
771.671418,248,148.209852
683.473112,323,149.883802
3159.514347,642,152.555364
481.922285,357,154.005596
577.005086,200,154.869285
402.821115,643,157.639462
4848.470018,1134,162.41242
1592.092982,1242,168.861161
1292.015848,451,171.093832
914.875725,299,172.605289
526.804771,243,173.852896
592.392135,529,176.152068
1820.60509,758,179.461977
1324.612181,310,180.776823
647.025648,219,181.661669
4021.808922,1706,188.835611
23720.801946,3600,206.144498
3223.645441,1324,211.592003
1024.055054,236,212.540583
826.361961,333,213.911974
3394.205151,1107,218.24596
2154.365271,948,221.846533
3100.73097,3081,236.745691
1428.886166,641,239.497797
2958.372709,1282,244.727587
2097.859335,1748,251.570116
7227.711923,1826,260.650158
2364.932921,598,263.376833
605.684503,181,264.114695
5453.451886,923,267.950894
1053.433745,422,269.706258
6082.453542,3046,282.37578
3446.277399,2087,293.790236
1142.924579,532,296.322645
18274.976284,3020,310.592425
7564.820976,1725,320.302108
8498.444536,1449,327.186426
1326.790788,420,329.144619
420.955222,531,331.635
14287.37621,3283,346.270305
1327.785522,653,349.048989
3838.486218,1322,354.466694
8621.844923,2736,365.138699
2009.597842,1190,371.650352
8061.733283,1442,377.658077
455.29206,256,378.603548
1176.07094,832,381.535505
1484.209055,574,383.756957
664.604762,225,384.695966
6050.877787,1381,390.313904
3397.782875,1708,397.987529
1141.995599,349,399.328821
581.176122,223,400.116972
593.953124,328,401.294432
4380.97345,1257,406.595035
983.555153,488,408.443292
8182.687945,2962,419.606655
11346.093034,2390,430.222704
2903.188065,915,433.45854
1421.027857,588,435.491998
7006.23024,1128,439.995146
2070.489495,750,442.719367
4243.661609,1754,448.747599
1565.308695,642,451.994238
1322.694028,358,453.987385
26904.823692,3600,468.754606
