#{"t_start": 1754520773.7987552, "env_id": "None"}
r,l,t
801.549992,349,5.031533
991.520465,340,6.725455
704.829716,273,8.206988
1964.234612,525,11.102302
1608.644647,337,13.082736
573.979518,324,14.884936
1262.644693,556,17.687404
800.64223,292,19.178514
758.044918,246,20.40264
1090.898073,275,21.865279
1039.822407,439,24.068814
-48.876705,510,27.031516
1185.098153,262,28.371838
827.091948,292,29.817373
555.134192,452,32.114589
-8.129253,894,37.014597
905.87561,307,38.938079
663.868737,303,40.845773
601.540204,887,45.83541
1231.714467,342,47.785199
841.932189,358,49.437995
499.470088,279,50.738565
764.82291,272,52.052666
994.40494,367,53.744961
544.896683,414,55.616481
593.467128,207,56.643621
-47.711683,503,58.97202
663.635056,343,60.545452
864.704249,342,62.029668
487.425549,494,64.205081
312.690912,325,65.639139
509.628761,313,67.235849
555.912827,308,68.966089
639.974701,214,70.165373
515.937511,175,71.254855
835.860214,336,73.1673
463.723528,206,74.413369
317.960265,285,76.238719
244.638145,257,77.838515
415.457269,178,78.765086
373.771413,374,80.657928
779.68505,330,82.32446
480.967602,288,83.788271
275.708164,248,85.002024
697.776284,229,86.117013
507.98781,259,87.406217
499.702053,266,88.714442
762.776184,303,90.457613
677.214203,303,91.817232
562.622659,302,93.169664
908.834953,278,94.402891
2614.271898,546,96.797998
543.416879,167,97.547053
-56.202354,459,99.5873
698.513491,220,100.594131
1103.358928,299,102.192812
673.196598,214,103.551714
658.611178,295,105.327773
603.04094,233,106.747383
1229.334348,370,109.022703
1845.886128,671,112.700751
583.030721,260,113.766174
2253.548723,1009,117.993169
3964.69528,1160,123.188717
-329.596681,472,125.301951
719.144752,256,126.375116
1068.396889,290,127.641094
829.035268,255,128.93847
1049.736294,549,131.232308
992.11667,620,134.306079
658.175772,232,135.702535
5800.61885,1101,142.264429
2316.9778,713,145.730174
1815.056448,488,148.059099
303.800556,333,149.798902
-535.616331,1077,154.222798
-35.744463,419,156.058702
2635.473052,741,159.231997
568.251502,199,160.068281
1013.094671,920,163.870054
7112.041081,1712,173.050086
1401.907434,479,175.215209
806.342629,246,176.293013
27.252023,410,178.079762
689.450461,219,179.035691
1913.284734,491,181.103461
2074.45872,1455,187.317993
