#{"t_start": 1754520773.3825047, "env_id": "None"}
r,l,t
645.543853,267,4.983707
609.832535,257,6.311641
651.751502,561,9.289622
1155.485317,371,11.345842
628.170617,256,12.856013
730.779357,356,14.856788
298.357796,331,16.581027
161.704324,478,18.965666
1378.301668,407,21.044207
864.16274,329,22.806172
-67.901937,538,25.90696
3275.46247,1017,31.001735
536.557386,459,33.386969
-381.073169,923,38.589818
443.363476,274,40.287411
1058.187006,384,42.64963
757.878959,413,45.143394
1014.877186,287,46.498461
743.362443,308,48.25346
502.575365,275,49.518132
565.328597,481,51.826195
671.630382,279,53.143677
366.874208,282,54.403969
492.222276,387,56.190032
568.108193,399,58.005283
562.395467,230,59.087769
377.939482,273,60.320236
623.948195,257,61.473279
298.270888,489,63.656153
425.184177,265,64.864236
390.770388,290,66.125497
589.093382,292,67.597545
218.146166,214,68.80467
445.999065,214,70.064527
288.937624,257,71.529623
716.867432,209,72.687008
336.402155,273,74.357703
589.165839,200,75.653349
746.094766,287,77.503872
516.244084,165,78.411101
677.435923,244,79.668253
777.930599,237,80.842523
475.214954,281,82.270707
-113.315963,404,84.318481
523.763556,239,85.534124
234.45774,240,86.699242
327.695609,224,87.768564
807.587406,275,89.156158
458.544035,185,90.288512
1647.487523,626,93.158517
685.094994,305,94.524093
814.925288,232,95.514509
712.102014,212,96.406166
563.377099,184,97.294557
2074.518631,631,100.096908
180.26082,431,102.175655
348.270042,235,103.656325
615.372965,253,105.217335
574.68086,172,106.240497
1257.905745,648,110.474317
1142.071123,375,112.386084
536.126322,281,113.567544
788.599382,268,114.697858
735.112933,526,116.860461
954.348932,294,118.085683
942.66963,352,119.707301
1006.006447,722,122.901965
871.107798,233,123.942313
629.266895,287,125.236456
-26.364812,420,127.05793
591.938558,210,127.96589
409.151692,201,129.033625
944.198367,350,130.572504
609.779002,211,131.371656
524.41878,186,132.151242
741.739145,231,133.137162
587.278493,218,134.429676
1047.497267,288,136.167814
2299.213766,778,140.802582
808.24554,844,145.261533
803.023301,271,146.550856
1067.916436,290,147.949513
2214.080657,794,151.688844
1768.556424,570,153.972155
581.940707,193,154.800344
719.632447,270,155.94795
2590.127205,540,158.270964
790.736845,253,159.363115
223.13813,671,162.14614
3591.448654,938,166.526412
596.935276,198,167.718426
614.831724,250,169.252438
6646.017137,1332,175.713679
897.809928,416,177.529951
2616.924574,1072,182.11171
789.080771,332,183.442013
698.828227,242,184.458202
615.12578,260,185.530641
2716.105775,713,188.642306
2068.403516,574,190.754084
3544.162037,723,193.489515
505.123179,325,194.832612
6399.112182,1243,201.890582
650.102202,263,203.390101
1986.504738,1113,208.604176
2177.105393,1467,214.553782
1264.986083,1342,219.783664
2009.248525,2128,229.264866
1387.875524,424,231.648565
6087.230609,1228,237.366078
1056.346341,258,238.480564
1066.272125,274,239.638326
1096.817076,503,241.963657
1350.304319,408,243.516815
1463.016787,1241,248.291211
7844.135865,1918,256.536214
5124.9073,2276,267.195805
1751.903456,534,269.434183
749.868624,680,272.121626
19181.734437,3600,289.076322
14572.335927,2886,303.113841
3333.66241,1070,308.040671
1399.70661,1042,313.543923
36694.679567,3600,331.609267
657.779307,449,333.829479
1427.328452,1288,340.438916
701.674535,311,341.621657
601.791574,331,342.794446
3210.485044,711,345.488046
776.561373,398,347.169939
4712.619164,1252,352.252037
1394.374494,396,353.788273
2485.044765,616,356.358113
3240.720192,945,359.828861
5088.52357,1217,364.597891
9867.266311,2205,375.975976
2103.679,820,378.83037
663.910961,365,380.178812
1857.714388,1731,386.842297
1639.978334,674,389.652183
6726.706721,1911,398.062354
19542.577526,2096,406.389609
6306.4778,1265,411.220295
888.121335,418,412.7891
874.013266,364,414.271453
807.872577,457,416.019667
5292.152929,1091,420.025526
805.518972,374,421.563864
3312.876072,616,423.90984
870.896652,250,425.122901
8379.121955,1614,432.376267
2902.096582,787,435.036312
4955.417251,1203,439.717149
2267.133564,962,443.292357
1651.839844,1826,449.601014
1181.82473,380,451.592166
1375.366731,519,454.772188
9040.914086,1558,461.189349
9009.732931,3600,475.264152
2349.666837,744,479.39491
3340.659302,694,483.256373
3374.725952,3600,498.495305
2808.134387,788,501.502112
20159.901663,2748,512.292989
2872.728327,1572,518.260154
5803.981571,2444,527.690881
3314.213568,1845,534.366553
5454.830731,1215,540.639528
804.140852,201,541.460294
1164.059968,314,542.786097
2457.08058,746,545.785703
15477.136969,1781,552.776848
2781.387259,1637,559.111043
1511.838434,1035,563.014548
752.739844,421,564.922656
19750.02884,3543,579.576092
2678.955255,779,582.970034
4667.450671,813,586.973609
1416.421804,460,589.219652
1234.036303,475,591.624699
5921.803787,1387,597.650947
1426.744968,561,600.143081
9037.972626,2364,611.878029
1788.868504,500,614.149898
5292.096655,3222,628.498826
4045.059347,832,632.246287
35103.798646,3600,648.649427
11264.233187,3600,664.421135
5876.632246,3600,680.582462
2256.669476,957,685.063802
1485.813058,625,687.678518
1457.00668,684,690.800709
664.404758,304,692.117852
21864.707208,3600,708.071588
3725.932506,812,711.683224
13331.605855,2014,720.749269
2206.618807,748,724.022044
3784.14533,817,727.634206
1616.256231,656,730.510978
1287.89065,522,732.807563
1014.968014,273,733.992829
23754.220689,2728,746.306221
957.541168,331,747.807744
1903.53816,682,750.818457
5384.833829,1951,759.623141
1650.564291,1845,767.61131
8155.597148,1304,773.416463
4560.473108,1185,778.873984
6860.346297,3555,795.506682
5322.916715,1840,803.757993
4986.344343,2606,815.434974
1484.476488,1192,820.608731
16801.923284,3600,836.34559
737.773692,354,837.936552
2861.743672,3298,852.50862
2517.858236,856,856.272298
8375.256539,1262,861.709884
7535.063977,1820,869.94537
5003.638562,1003,874.263305
12940.044107,2320,884.631323
2960.746222,2692,896.378385
3111.677404,1666,904.031518
5992.905963,984,908.213457
2976.321301,3600,924.103305
9545.068117,2442,934.695013
2858.240127,1375,940.951495
16699.427788,3600,956.799096
358.52237,241,957.895821
1702.085308,510,960.112516
1985.010062,681,963.053473
4762.23092,1120,967.897133
627.904855,341,969.357808
3395.802066,619,972.042329
1225.306746,552,974.607684
3335.362934,1793,982.540626
4780.673502,1136,987.506442
2350.09223,997,991.781871
3501.223243,2971,1005.15051
1638.413601,916,1009.064486
7910.497858,2505,1020.309144
16468.023368,3600,1036.291702
2790.49835,1269,1041.738097
4397.984642,918,1045.769148
9149.676993,3297,1060.493723
2521.397328,2194,1070.329179
1006.901345,403,1072.045568
2060.265386,3600,1087.886768
1542.270247,473,1089.979543
4384.853067,999,1094.342185
2033.793171,860,1098.175624
7583.417718,3600,1114.195656
4543.469707,876,1118.019483
10626.174336,3006,1131.436417
12000.052082,3600,1147.258255
10399.766221,2401,1157.993313
13449.934682,1700,1165.370582
984.280378,365,1166.95624
1474.391483,375,1168.668988
2793.295269,937,1172.703636
2913.493534,818,1176.615235
1234.04786,643,1179.346619
872.574663,440,1181.286794
1043.333924,621,1184.010909
5646.999229,2403,1194.746836
4676.298167,845,1198.498763
12033.156736,3600,1214.737995
3688.859356,2939,1227.446286
6271.055622,914,1231.717892
678.963653,303,1233.057723
9656.501766,3228,1247.233206
11726.127455,1923,1255.6959
1159.175475,434,1257.629697
24487.027189,3600,1273.681707
14746.557523,3600,1289.60096
521.394986,324,1290.996024
17211.943862,3600,1306.947065
13342.397737,1977,1315.649999
5459.547926,1424,1322.108246
3198.328574,1400,1328.146284
23246.461405,3600,1344.164673
15460.030826,3600,1360.155546
5732.154697,2751,1372.082184
3251.92064,1540,1379.096101
17984.159259,3600,1395.356738
715.886656,519,1397.644302
1574.430039,632,1400.418397
4336.998881,747,1403.766665
4681.870101,902,1407.731778
1891.405739,1750,1415.695127
19163.913686,2314,1425.83148
797.467979,277,1427.045349
28090.853807,3600,1443.137968
8611.888214,1543,1450.071624
14155.480876,3600,1466.322682
14120.442194,3600,1481.999212
29914.80634,3600,1497.931933
11463.597376,3600,1514.528358
1752.022011,747,1517.92093
3328.535136,1430,1524.503721
686.33693,260,1525.670866
12121.233182,3600,1541.788163
4422.611955,3600,1557.869638
514.855751,208,1558.870339
1061.538403,998,1563.2731
3160.999133,746,1566.538713
6312.885708,2598,1578.19728
4203.129031,785,1581.57485
2015.064462,974,1585.845296
3013.474086,1647,1593.445668
426.45157,246,1594.631277
1557.684144,787,1598.142535
589.934113,332,1599.612101
2680.400916,839,1603.335004
1559.560504,376,1605.035628
1387.926425,357,1606.645114
1753.841248,962,1610.994259
4018.733263,2157,1620.916346
738.565723,246,1622.067964
3942.172876,759,1625.511663
9293.324777,2519,1636.84757
2098.029346,851,1640.615786
6761.54496,1994,1649.85639
505.672235,195,1650.745528
924.857867,362,1652.33232
696.411951,353,1653.937588
1060.997032,842,1657.660177
7294.30206,1051,1662.252174
7318.918375,1869,1670.932388
8003.524904,2447,1681.823232
3305.172196,1629,1689.421183
187.065432,219,1690.409075
318.23777,279,1691.641568
24801.989429,3600,1707.63796
491.064818,168,1708.38541
1462.53439,391,1710.100658
3262.857954,1306,1715.932793
1831.941083,841,1719.671739
702.668784,260,1720.765565
2666.916348,559,1723.559975
533.427305,192,1724.451833
24418.457098,2942,1737.256
16959.039242,2062,1746.634621
1905.538332,544,1748.978776
569.819669,239,1750.091903
556.418435,303,1751.468689
516.225264,164,1752.217282
560.38741,189,1753.065365
5588.794467,969,1757.372989
2117.016732,1542,1776.024671
610.279051,202,1776.962847
2001.102241,457,1779.083877
2717.982274,1589,1786.078728
22897.583079,3522,1801.644668
1086.322574,889,1805.573989
585.796067,336,1807.048828
4116.002174,1145,1812.555264
1896.922736,1485,1819.055924
810.227932,233,1820.036747
1867.37086,640,1822.897296
17338.687143,2883,1835.857448
3479.904966,1222,1841.327658
627.859294,287,1842.597651
8509.005448,1618,1849.767925
