#{"t_start": 1754520773.7886164, "env_id": "None"}
r,l,t
565.142744,381,5.238598
535.775152,410,7.280121
800.338588,451,9.740132
769.523048,306,11.49365
683.831596,323,13.352056
1318.928146,584,16.459844
921.742068,793,20.452071
589.160967,345,22.2939
1402.774256,670,26.037643
515.79537,276,27.404395
1382.208066,444,29.596143
929.768078,338,31.348706
663.454072,208,32.425795
1216.048426,528,35.255797
787.555564,323,37.101232
352.61472,363,39.395314
935.516289,550,42.781128
1003.218186,570,45.845548
624.168466,437,48.208425
966.873276,425,50.243926
614.114615,245,51.400765
655.767879,235,52.530473
893.101375,465,54.56075
888.187078,249,55.767338
200.888943,308,57.198465
351.499836,383,59.017337
264.028767,245,60.092821
785.616371,703,63.201376
661.704447,244,64.304408
651.301393,223,65.295743
1044.541179,413,67.31882
915.642522,259,68.751961
338.42659,363,70.876814
1144.657837,384,73.103623
695.652724,214,74.392194
892.249278,349,76.673707
145.389963,294,78.371537
1061.633683,265,79.711448
490.803792,302,81.223969
410.579232,263,82.550316
631.981909,193,83.515184
193.684441,231,84.676889
526.225119,210,85.743315
253.079775,199,86.756835
497.390404,247,87.922775
674.742803,223,89.312874
579.027403,194,90.221093
1089.649899,496,92.453695
1414.501834,336,93.927056
1958.440165,369,95.536967
689.853961,357,97.160113
875.41888,492,99.343913
839.164742,1047,105.124673
834.506179,262,106.69794
825.489876,269,108.366324
621.132052,254,110.183424
-771.057087,687,113.390282
596.632739,191,114.148139
478.566822,340,115.526138
801.79305,233,116.528483
682.540177,386,118.201939
568.35045,355,119.812401
638.333057,201,120.64205
4390.222385,1385,126.799294
478.579625,164,127.502525
977.259064,239,128.754628
553.66768,201,129.619789
681.182634,710,132.555744
845.655988,352,134.597197
4445.381986,961,140.320696
3274.319516,860,144.901067
1033.926727,313,146.379661
591.289282,207,147.377557
1033.805866,363,149.036541
5800.986333,1095,153.812214
1534.119112,572,156.290826
668.547258,218,157.269698
594.347815,364,158.79197
1131.524371,289,160.019877
797.392413,312,161.295711
2994.550078,668,164.074913
1204.386011,353,165.942224
1636.511148,871,170.794189
286.026851,393,172.792944
3502.809497,901,176.867731
1523.410224,750,180.144282
1660.039677,902,183.83035
711.539628,415,185.543716
3092.441193,819,189.019178
1327.880445,541,191.002686
1748.64348,365,192.375479
5914.844778,1194,198.261613
1196.797417,518,201.259927
6755.690523,1305,207.713866
5613.069796,1088,212.16826
1478.496514,342,213.541493
1022.244676,242,214.534152
986.778514,254,215.539302
1149.44155,800,218.638833
28610.826253,3600,235.376426
1989.393266,539,237.663246
3387.141945,1049,242.230261
7827.411272,1804,249.241133
1659.160447,2398,260.499276
1240.498275,574,263.13368
832.532948,228,264.081336
704.296148,1201,269.076679
1388.192874,562,271.265851
1293.011542,1072,275.320482
1982.382845,533,277.660857
12613.179438,3373,295.011497
873.368912,480,297.577351
14609.818034,3600,315.172
2269.290991,1085,321.01491
8198.262125,1686,328.950357
2463.231835,939,333.491185
3731.942086,780,337.353543
3284.111617,1392,343.296745
3123.16276,809,346.566621
593.214322,323,347.931261
5786.793296,1716,354.894621
1072.799916,530,356.929999
801.835239,742,359.664102
14395.373537,2371,370.838894
359.551139,302,372.727212
10608.486144,1675,379.067446
4965.613672,1278,383.759152
629.003002,440,385.539354
11080.538063,2564,396.76242
1949.888054,724,399.544154
1296.008664,784,402.358532
1380.407271,390,403.982696
2424.03252,2108,412.33259
8343.815376,1529,418.311918
4215.85788,1917,426.234125
3811.640346,846,430.176505
1195.075218,1252,434.552119
1117.232831,470,436.202668
1175.636397,441,438.066409
3095.782911,923,441.591042
8949.736872,3600,456.524699
3627.589485,1050,460.858853
2539.111551,732,463.749827
1028.789072,257,464.7691
10525.725934,1930,472.418479
1049.305515,445,474.079649
1258.9053,646,477.164162
3576.733369,1028,482.947697
1917.226176,712,486.365433
10554.106734,1950,494.433567
2977.362222,632,496.947734
2316.271731,769,499.920385
1356.476936,386,501.37601
2762.179331,736,504.198207
3829.475345,980,508.158641
760.835118,277,509.091165
2628.344793,640,511.699786
1620.549873,914,515.454753
