#{"t_start": 1754520773.4211123, "env_id": "None"}
r,l,t
2084.192617,782,7.590569
1321.310711,407,9.793134
938.96535,357,11.841438
405.914945,488,14.646538
1675.021482,717,18.323834
320.3984,348,20.092584
1244.231072,268,21.469537
1278.376238,335,23.208245
2175.537775,944,28.342172
1226.511444,343,30.016864
380.331319,296,31.517673
483.828479,301,33.106538
411.561918,340,34.89946
737.990257,255,36.25705
1279.804336,417,38.821711
780.728031,283,40.623855
985.868161,332,42.64889
1378.46829,344,44.731691
274.189045,342,46.409249
1500.624264,469,48.876016
1099.803022,365,50.657224
517.104955,749,54.138827
390.327859,263,55.316743
735.64809,263,56.578536
685.442988,330,58.061317
232.840857,505,60.383107
582.385406,201,61.300977
707.805441,294,62.615956
297.300175,268,63.789786
206.881415,302,65.1742
541.017493,195,65.98208
470.369869,317,67.591294
279.986033,339,69.534691
506.021561,328,71.423298
660.023214,214,72.602822
85.994459,405,75.101377
645.951436,250,76.677944
361.15822,263,78.302365
524.999246,188,79.256497
287.847282,263,80.578226
637.05695,190,81.550303
334.104673,344,83.270579
561.652348,666,86.601291
648.58798,202,87.590037
425.822253,289,88.990299
1581.052755,759,92.789775
1256.248037,356,94.382708
304.335488,335,95.81929
796.2248,270,97.038807
1587.892224,515,99.361676
797.590581,225,100.387088
-31.973783,545,103.275203
725.427512,234,104.742622
715.023069,295,106.517943
-1114.077892,730,111.211446
539.61157,193,112.115474
828.241091,359,113.639207
635.163174,250,114.712866
528.643373,185,115.433284
1115.836201,292,116.654902
861.687385,217,117.556964
2631.776119,1053,122.251915
1210.506498,301,123.619022
790.984333,725,126.795653
3157.369614,749,130.242112
637.005093,209,131.078944
555.897971,395,132.731826
640.07981,207,133.839732
360.500356,374,136.047283
670.548014,235,137.427855
3526.11487,735,141.882454
523.342619,472,144.349349
696.005328,228,145.423368
604.968699,187,146.316816
648.219195,209,147.308747
537.449082,190,148.188317
2553.118242,783,151.864442
631.827912,223,152.752091
611.076686,185,153.461792
4520.172509,1113,158.213142
2335.564139,657,161.021974
2343.284347,732,164.055631
1203.706356,323,165.612404
