#{"t_start": 1754520773.7886164, "env_id": "None"}
r,l,t
1300.182637,397,5.325135
473.746509,504,7.902575
1321.97765,305,9.536111
842.497984,308,11.261511
-210.39964,939,16.436523
1768.118111,612,19.516181
1213.30836,391,21.575519
1531.786351,372,23.423302
804.472183,317,25.45994
1010.22216,525,28.098065
825.720013,364,29.903048
325.59968,333,31.591465
1797.288194,598,34.74752
1275.506331,450,37.316047
422.454751,295,39.173304
339.594188,471,42.088019
866.212021,459,44.85704
2177.262396,702,48.39783
323.616483,344,50.019897
398.784266,231,51.112483
599.107882,279,52.469928
118.551744,326,53.941737
874.562649,304,55.316839
759.954797,369,57.062049
263.293472,313,58.486069
118.236449,279,59.748155
607.970591,354,61.3561
777.189973,244,62.430502
408.654546,397,64.194015
561.997543,356,65.785892
1356.185186,338,67.515587
240.229958,216,68.715611
611.106035,260,70.242226
735.411458,239,71.616486
204.508742,305,73.450563
204.035718,226,74.860141
350.923923,249,76.397506
392.011804,390,78.676183
713.272982,299,80.142572
801.685581,341,81.913558
225.810693,209,82.940722
392.396669,210,84.015929
537.455545,196,84.969971
185.525891,319,86.590173
807.484026,357,88.303288
672.509672,263,89.810965
826.797721,235,90.965044
305.141542,402,92.777512
759.415486,477,94.882139
795.492531,352,96.398203
505.97464,177,97.216784
688.048215,628,100.060992
725.362888,461,102.448331
1227.241944,566,105.896978
271.582475,311,107.780545
546.33232,336,110.120777
714.201416,237,111.406649
541.053712,198,112.301579
487.194536,170,112.976209
692.18037,203,113.833039
685.763437,223,114.762157
-1382.675657,1755,122.386669
525.216026,176,123.173488
607.466611,218,124.216323
1109.687876,297,125.496746
1819.64569,650,128.465321
887.789633,269,129.649426
36.35751,790,133.001757
1510.4485,616,136.680482
381.795315,292,138.389152
663.07619,212,139.680287
652.263192,221,141.043019
782.950055,541,143.936347
3471.364876,850,147.945743
2545.626654,796,151.692665
2481.003838,1172,156.569126
703.732853,219,157.499589
1112.444432,381,159.119398
651.919567,225,160.102193
838.604329,435,161.864333
777.802697,505,163.971159
3499.099648,925,169.149323
803.286689,300,170.673598
310.010765,538,173.466173
1273.526059,350,174.993479
470.746272,402,176.717626
445.184984,520,178.996251
2400.60522,1009,183.205781
2644.463813,639,185.821081
2817.94588,1230,190.793393
371.035927,670,193.35524
385.610118,362,194.994231
8398.32917,1927,205.71336
1969.217986,1752,212.942095
639.647482,1517,218.8814
1470.857437,644,221.284749
1464.410116,666,224.015316
16567.540468,3030,238.798136
1786.92746,894,242.675899
1063.343962,410,244.165588
1514.005358,2199,252.766012
18828.606565,2682,265.661696
918.452966,424,267.474681
2671.154279,1006,271.521079
1648.754733,1034,275.456802
5911.076532,1515,282.25047
1034.373794,293,283.995443
6379.485379,1410,291.862632
4953.230388,1820,300.683167
4186.882811,870,304.618056
393.238275,342,306.175074
3228.20616,1277,312.626436
5978.243231,1765,322.220451
5762.599829,1342,328.494872
2979.956204,1506,335.694203
10659.382649,1724,343.412452
8259.215493,2240,352.420989
1291.826823,371,354.121138
9136.934966,2479,363.380218
1652.132166,546,366.245366
1662.160932,571,369.369308
1857.095239,438,371.797764
626.568198,381,373.774443
1057.196281,334,375.097887
3946.654187,1024,378.811282
8353.723443,1457,384.218647
10235.87964,3194,397.978509
2089.59743,1020,401.693624
5072.20078,1061,406.214713
1244.43702,573,408.455451
5906.978407,1494,414.13545
2852.497228,721,416.90205
3519.170252,1028,420.586912
12283.293315,2873,432.954521
4483.90261,854,435.881412
975.273456,563,438.206769
2047.368805,516,440.238418
10979.097857,2549,449.166387
4414.343577,892,454.305566
788.58556,638,456.942402
1889.104973,686,459.759747
4622.331748,980,463.688895
7960.019341,1312,468.82285
1320.546871,422,470.441782
3210.574745,1568,477.244169
2634.151533,1690,486.204598
1528.527691,567,488.511477
2333.187114,534,490.984189
3511.069131,1010,494.929299
4794.089998,966,498.715427
5942.967383,2903,509.858388
2956.915524,1597,516.333836
2241.253978,711,518.72334
4586.271194,992,522.839127
1768.486259,909,526.277422
4176.176503,1387,531.286342
6802.004834,1360,537.320158
4908.720253,1203,542.790623
7207.75698,1669,549.38643
14839.290463,2372,558.616828
1493.006524,534,560.579978
2841.184627,1003,564.855091
3972.838373,718,568.010304
2849.180816,1366,573.794065
4643.787828,929,577.351114
692.600188,269,578.369235
4340.903699,1623,585.696692
3319.373137,1548,593.249603
5147.657812,1163,598.199315
3502.17217,1224,603.57985
29032.172948,3320,619.670521
10150.670532,3600,635.929712
15130.836007,3187,650.264497
23817.287596,2815,662.603922
363.170909,381,664.5537
19286.393007,2736,676.604259
5680.757269,3126,690.669728
20238.746775,3600,706.632621
2388.895542,629,709.452892
6583.977346,3060,723.066501
4381.498046,859,726.84044
636.725244,260,727.959286
11602.915905,1847,736.10883
1042.911683,375,737.996257
776.231462,396,739.797238
44678.368976,3222,754.022114
3751.751078,764,757.691517
3081.472426,2400,768.070426
1630.681918,521,770.384832
1181.589859,452,772.387759
1999.693565,557,775.098836
9513.0056,1687,782.497783
1052.058757,780,786.078954
811.709445,563,788.731599
1009.625702,419,790.755327
4091.119803,950,795.465338
22952.857747,3082,809.067179
3015.274424,1043,813.993606
1743.746649,1200,819.168625
5460.258734,2418,829.833122
2136.646593,729,833.043763
30628.211737,3082,846.356737
4956.35265,975,850.855928
4232.182849,759,854.194214
9174.531314,1971,862.765364
14946.27552,3600,878.740173
1529.293083,870,882.564189
8773.148274,3126,896.356333
5550.664637,2217,906.349393
2102.629151,469,908.392736
2173.480271,1261,913.759993
10176.525012,1246,919.204814
3194.526497,1313,925.144176
5196.083551,1996,933.856554
5972.840566,1956,942.64484
969.677414,298,943.919004
2132.710894,1147,948.946374
6339.452948,1530,955.530828
2226.985423,3489,970.904094
2017.549329,806,974.589854
1638.425249,828,978.273491
29410.860622,3600,994.317759
4365.302929,1331,1000.067666
2778.997536,854,1003.866002
4585.752167,3600,1019.805142
8616.529355,3600,1035.789303
7461.699513,2771,1048.109046
671.715435,443,1050.054752
1311.187822,414,1051.876444
12626.37101,2289,1061.850094
7092.59995,3600,1077.812413
1108.575714,293,1079.083118
14872.748128,1975,1087.882359
5494.369111,911,1091.88746
1966.929209,789,1095.30499
12636.783682,3600,1111.392863
932.633118,438,1113.288093
868.31098,397,1115.077337
2887.241969,1642,1122.47668
2671.951326,863,1126.20917
5946.380362,3278,1140.814252
5017.806823,927,1144.791888
10196.820818,3008,1158.129489
1753.718268,717,1161.265148
25173.115434,3600,1177.222214
7184.059524,3600,1193.156894
731.669037,325,1194.61061
740.76768,310,1195.965725
1360.826669,490,1198.179796
2588.903633,810,1201.764408
2861.742213,841,1205.496312
1408.656487,461,1207.594774
2006.2943,1124,1212.852733
1272.937548,1171,1217.876377
4218.162788,1080,1222.581174
9130.885709,2117,1232.05708
1309.073435,678,1235.037215
883.203495,627,1237.757805
9345.454081,3492,1253.178991
1418.785655,517,1255.421847
7039.196564,1407,1261.629719
1013.974058,756,1265.311066
6261.486123,3586,1280.85871
13266.991774,3600,1296.776688
1604.453966,774,1300.190451
2004.389668,828,1304.106644
3190.763414,830,1307.628565
3014.880262,674,1310.599209
3490.702186,2863,1323.38838
12381.218644,2518,1334.256434
1437.633887,369,1335.905837
4229.358268,2126,1345.554709
2297.194591,855,1349.25767
12922.220842,2184,1359.066766
2251.406866,1199,1364.186959
4273.281961,1624,1371.283202
6734.952615,1887,1379.864618
3018.766153,752,1383.128038
6872.541817,1660,1390.541003
3197.72971,1838,1398.907115
4963.485777,1392,1405.094929
25876.895573,3600,1421.24609
4822.069158,3335,1436.088305
1093.479857,364,1437.734328
1415.429393,820,1441.295378
598.204419,338,1442.817558
15754.93548,2107,1452.231695
968.080292,426,1454.158283
3733.640188,1051,1458.816048
7378.129807,3600,1474.81001
817.089192,381,1476.525017
42176.103106,3600,1492.5002
19851.98102,3600,1508.642307
1796.551082,765,1512.208802
5254.828779,1992,1521.646048
2199.928077,604,1524.219517
3083.036439,1267,1529.792014
3771.722806,914,1533.799825
9751.952558,2142,1543.551893
15534.265452,3339,1558.563128
5741.322491,978,1562.836954
759.262569,347,1564.325466
1540.571951,808,1567.89064
1601.807869,761,1571.267893
15937.75622,3600,1587.344446
2066.52156,796,1590.78597
535.704862,390,1592.512801
847.229698,260,1594.04295
5663.783048,1077,1598.832076
2498.656331,989,1603.272133
4641.283371,2524,1614.82849
556.290857,176,1615.612172
3215.141103,2622,1627.451747
11288.419388,3600,1643.729532
3605.630906,1879,1652.360189
6622.806805,3600,1668.585765
3683.592919,681,1671.666593
538.080811,184,1672.473186
3456.47976,1024,1676.988934
582.904561,368,1678.641968
583.322203,230,1679.682052
866.734662,285,1680.978143
466.74909,172,1681.782748
738.299977,243,1682.878689
427.394531,450,1684.84571
481.841275,158,1685.825714
486.869852,164,1686.518973
2306.104627,803,1690.208655
30842.185043,2846,1702.716213
6618.141764,2019,1711.770317
329.088943,233,1712.835633
1547.295104,892,1716.870238
544.955056,236,1717.900772
9609.351474,2070,1727.317893
8585.405325,3600,1743.430934
829.695287,615,1746.037616
1514.16167,487,1748.134834
5233.393179,2374,1758.742607
506.738418,157,1771.264341
737.164267,242,1772.382063
3366.373508,726,1775.573337
4322.121424,2958,1788.837348
1512.669992,826,1792.804276
20110.638574,3600,1808.701889
902.106589,296,1810.184455
632.51063,202,1811.043563
540.288447,553,1813.421343
2455.213033,667,1816.344633
1008.349492,292,1817.616786
2381.807814,2112,1827.221185
2123.265376,823,1830.767247
1816.30241,935,1834.871415
619.530254,199,1835.78731
2258.728036,694,1838.898651
26330.651223,2403,1849.575818
23122.947964,3600,1865.417793
928.84796,428,1867.311197
3591.173301,1415,1873.448736
3351.354495,1424,1879.735015
6464.163719,3600,1895.384881
2170.579324,486,1897.467693
539.116989,308,1899.041552
514.365476,274,1900.311591
7379.641947,3600,1916.279751
1199.56006,508,1918.613633
799.251817,375,1920.22175
19143.123867,2620,1931.69352
2975.650671,1624,1939.115016
4932.158524,3105,1953.038833
10951.860991,1750,1960.824178
4111.517912,1081,1965.55108
589.265916,224,1966.52224
1153.531915,477,1968.651469
1490.189682,522,1971.199535
1428.902347,1026,1975.74048
723.311815,344,1977.185214
732.328991,249,1978.22622
699.735026,248,1979.345439
515.161868,300,1980.671061
1572.731323,972,1984.937765
7504.255596,3600,2000.991741
1509.544875,677,2003.909965
2036.130659,523,2006.151715
787.434206,387,2008.007965
1035.670451,421,2009.911999
2167.605378,924,2013.99888
5810.090659,1713,2021.460873
4198.68816,1139,2026.699515
31475.739821,3600,2042.430568
1931.595264,946,2046.889205
16067.75193,3600,2062.817819
4240.423799,841,2066.554111
1009.76058,347,2068.108249
14218.644563,2877,2080.89519
792.614564,213,2081.910691
13265.578591,2189,2091.677993
1972.004079,658,2094.582299
980.007677,249,2095.628035
18341.927152,3600,2111.671503
18637.65305,3289,2126.527578
3465.898909,746,2129.813586
10453.077576,3075,2143.701028
2814.358578,1104,2148.589059
4114.978182,997,2152.974899
40344.063718,3600,2168.90857
1158.337491,355,2170.449748
4350.382677,2399,2181.338308
1280.181847,701,2184.323446
534.502055,514,2186.526798
3635.993252,1451,2193.120737
10506.992174,3600,2209.009703
13190.712795,2731,2220.840478
21623.430283,3600,2236.771106
25355.671869,3600,2252.621879
1701.062647,907,2256.595425
2072.929024,753,2259.928967
1519.120477,625,2262.889875
1694.822127,870,2266.756494
