#{"t_start": 1754520773.7997966, "env_id": "None"}
r,l,t
768.578376,299,4.732686
733.046273,399,6.79217
815.206144,337,8.620984
713.014921,340,10.440072
426.512302,486,13.284653
526.249162,571,16.319215
1901.701449,550,19.092476
900.491581,322,20.759722
2081.707626,1210,27.258996
1691.194389,470,29.600676
669.794139,219,30.765626
2100.121007,1208,37.271745
1825.577349,644,41.318744
826.387666,291,43.081414
-766.006483,701,46.733258
1249.360164,343,48.610765
596.703454,233,49.693815
857.591776,311,51.206449
748.353953,266,52.484906
672.396874,244,53.575564
731.235176,256,54.711047
360.028949,354,56.397716
1238.769356,511,58.738752
519.236221,348,60.381341
677.864348,238,61.406001
377.456945,279,62.617596
730.723334,385,64.367186
335.412482,641,67.409827
1014.092155,256,68.839886
280.848827,503,71.744186
223.234551,270,73.37368
581.965678,250,74.930788
847.867664,268,76.630191
681.230913,288,78.30899
722.650763,227,79.477692
469.015871,334,81.125405
670.094155,195,82.15023
323.65556,323,83.761347
558.181363,241,84.923831
419.227378,329,86.61552
525.190607,232,87.701605
430.333568,238,89.188939
372.742183,264,90.414423
598.426934,429,92.337659
579.003809,291,93.638493
758.015753,257,94.779147
528.301064,345,96.280568
768.632269,222,97.292695
1085.015627,290,98.560841
1575.274026,763,102.340218
1047.79749,256,103.923569
68.693519,501,106.963505
194.256348,300,108.79293
466.395038,221,110.417881
813.918527,249,111.634206
567.705205,199,112.535908
598.157152,192,113.313408
690.747394,226,114.261413
751.613688,216,115.131503
210.801597,293,116.357879
469.355089,304,117.626191
951.510662,264,118.853973
33.007539,713,122.040553
1113.811074,526,124.417634
4450.407936,831,127.987899
591.414162,193,129.01097
841.82495,255,130.140069
719.104412,238,131.08446
539.178745,201,131.92834
566.241606,281,133.279248
750.544583,230,134.6341
1114.866416,288,136.358233
486.36487,244,137.78468
1020.561849,264,139.351887
1466.704329,734,143.581501
559.39421,207,144.509893
578.342452,201,145.458923
690.835642,198,146.424799
58.378115,1255,152.187761
710.92924,283,153.291788
597.844317,497,155.432464
1604.597765,400,157.158157
1053.895637,357,158.700212
706.31976,278,159.870223
4206.453352,891,163.550988
752.742632,228,164.511977
1042.577102,377,166.744967
4894.881949,907,171.631063
788.338582,320,173.302189
797.925835,283,174.578146
2768.165075,867,178.349039
4044.275041,1399,184.192726
864.748749,521,186.559229
6830.541029,1360,191.755937
2782.795399,646,194.249282
1586.496212,612,197.651618
1175.89985,281,199.322378
6748.997943,1805,208.395266
1619.383131,380,209.965112
15240.381195,3032,222.086724
1919.358875,1501,229.003606
1409.472209,374,231.086815
1080.215384,405,233.359831
1423.256821,2296,243.135915
2642.95329,947,246.766691
13010.289504,2905,260.021517
17646.650617,2366,270.079487
2201.440768,1035,274.019453
888.663205,237,274.844091
813.268734,647,277.631479
1806.201737,599,280.315763
11756.572139,2769,294.960573
7548.182187,1557,302.397168
1553.068871,486,304.666712
3635.890934,1118,309.836272
6161.257939,1856,320.251528
687.598461,377,322.065239
8318.981208,2033,331.619059
659.535961,528,334.261223
644.145183,230,335.306757
4280.82644,1021,340.483955
3915.185261,1000,344.179042
2593.863239,736,347.251027
2456.114269,1347,352.65123
861.793508,547,354.982029
2263.701131,1305,359.869811
10098.392652,3130,374.759439
23798.053329,2992,385.989303
19637.645627,3600,401.021436
668.373604,276,402.039871
8223.064377,1599,408.672616
3067.758547,1494,414.35799
1153.123803,356,415.742944
5687.349458,2143,423.937757
2916.008102,835,428.291853
1661.38335,982,432.120775
9433.260792,1965,439.416687
791.846619,243,440.354524
1909.165137,2022,447.386535
649.20839,423,448.867459
7652.143917,2496,460.609324
5140.314397,1286,465.700155
20050.123454,2452,475.415835
9010.838355,1294,482.5671
6075.53914,2620,494.031512
3543.44528,1552,500.111862
3633.854647,1970,507.787638
3227.401795,640,510.134317
1171.94839,429,512.009216
1838.418604,738,515.056885
2125.904562,528,516.886143
4007.411677,857,519.965904
1350.430767,374,521.379661
464.213101,384,523.121334
1240.565239,714,525.819847
1836.932352,848,529.028615
2756.978467,899,532.196295
3415.848469,941,536.322546
895.300736,571,539.476091
2894.618619,1494,545.570304
705.272004,310,546.814585
2978.699481,648,549.252498
2272.350702,782,552.359556
1240.925657,319,553.577172
1904.240189,552,555.885295
3414.741464,1341,560.848651
2568.632499,1620,567.820997
1845.900004,739,570.946262
4187.18308,903,574.672133
2335.675918,1146,579.092171
11005.388022,2066,588.778603
997.810145,497,591.314132
1113.112197,303,592.662232
30105.451455,3600,609.52155
4119.449344,1546,616.661854
5316.273142,3600,632.751194
4698.661297,2012,641.919019
2414.62788,612,644.60061
12155.798998,2060,653.789136
2215.039881,540,656.22773
2356.783541,980,660.49773
1922.813597,826,664.169237
3640.50023,1419,670.689102
967.439195,348,672.273863
5518.666463,1328,678.01751
15537.639208,3600,694.155159
717.855981,362,695.768746
5868.495774,1294,701.662917
1009.870074,340,703.188569
6688.555089,2723,715.061372
1194.100687,599,717.673347
3168.4385,1686,725.325692
10146.56723,3600,741.460362
2653.310753,1022,745.965375
13291.737395,1850,754.13486
19888.106995,3600,770.117683
1080.918885,601,772.770181
17414.805351,2596,784.440506
14977.713608,3600,801.447446
17266.269774,3600,817.443765
3949.201596,3525,832.952205
16313.093427,1969,841.464601
10180.917365,3600,857.425901
2962.905591,1831,865.567816
13549.40344,3600,881.357896
28067.910647,3600,897.235224
1083.714624,356,898.807877
7741.955339,1408,905.227674
7825.177682,1729,912.652162
1199.89558,919,916.696572
14235.76194,2173,926.406917
1076.555379,404,928.152583
3387.628252,1551,934.89904
3456.261187,1139,940.099798
10722.325419,3600,955.953124
4298.023828,1750,963.616138
5403.394406,3600,979.509485
10279.786327,2887,992.292473
2078.338915,856,996.139338
5858.408421,1078,1000.824347
30221.741092,3600,1016.787121
1470.137723,457,1018.777219
5571.452573,1275,1024.363857
12647.784592,1405,1030.816678
8257.836962,2562,1041.862109
3635.159045,1107,1046.901954
1469.613714,678,1049.946507
2152.133298,660,1052.882743
11429.445583,1717,1060.379816
5759.11388,1847,1068.704791
4025.859309,723,1071.812203
1188.549006,564,1074.253402
1251.024923,349,1075.783042
3926.445461,3029,1089.175431
10003.676267,2776,1101.596479
608.55273,295,1103.006442
952.247774,352,1104.537195
4054.71432,3600,1120.452808
2898.262552,863,1124.212577
3187.386529,905,1128.241865
3717.695373,1887,1136.439381
19242.630475,3600,1152.361119
1744.948019,1083,1157.268188
2517.783128,789,1160.678858
929.798973,266,1161.877169
2218.061345,1126,1166.776441
6704.591398,3600,1182.754926
1898.579716,608,1185.441642
1944.259627,499,1187.62638
2571.992214,607,1190.264372
18186.452981,2369,1200.960605
2744.490152,3600,1217.08519
16352.139816,3600,1233.026005
9671.209345,3600,1248.909998
21331.499281,2223,1258.656261
9790.923106,2209,1268.70652
2449.197381,685,1271.593249
