#{"t_start": 1754520773.5878434, "env_id": "None"}
r,l,t
1864.879376,503,6.009712
1340.748214,291,7.508438
1342.256471,936,12.783577
663.057238,269,14.285612
826.470717,353,16.102633
1522.860907,437,18.33912
712.830693,280,19.764438
1329.989389,478,22.223733
1785.432789,417,24.329142
542.679715,202,25.775391
964.672651,244,26.957653
680.479936,246,28.229419
908.180397,359,29.987251
681.342798,275,31.387346
1379.235053,640,34.768655
197.851558,429,37.148969
310.032171,301,39.061517
788.052506,265,40.729655
1079.601971,371,43.01072
302.748571,412,45.3527
761.355443,272,46.603765
1245.994845,457,49.049278
601.816667,197,49.991678
1296.452446,307,51.460952
1101.48832,296,52.874174
-585.57025,654,55.798208
550.27342,352,57.491899
320.047907,262,58.65624
976.830344,342,60.248737
915.568253,294,61.556873
780.302733,270,62.737779
483.096833,375,64.432155
632.357316,324,65.866247
760.799334,333,67.563122
443.030514,325,69.427507
403.488445,225,70.679418
349.185677,256,72.127017
630.682511,220,73.458314
554.304664,209,74.745574
452.31241,217,76.142611
364.896368,271,77.844146
536.904607,213,78.956787
413.534262,244,80.161832
552.391634,200,81.201977
723.0976,287,82.657354
717.909895,243,83.890357
826.148092,256,85.1136
641.740437,295,86.644826
410.386079,251,87.827891
717.102097,227,88.98253
-275.156473,532,91.739133
721.427837,264,92.899132
603.511859,185,93.700195
615.37429,268,94.86381
956.457375,272,96.040376
289.928503,434,98.030807
1102.351098,278,99.275842
921.568924,737,103.009576
2081.346836,742,107.57985
584.651997,438,110.537882
589.038194,201,111.566067
592.549696,188,112.440573
543.226391,194,113.22446
728.796893,271,114.326653
734.255804,222,115.239046
1239.007039,609,117.786231
692.678792,225,118.833129
3032.546679,749,122.159291
643.126541,200,123.038852
825.896172,227,124.121283
256.757856,347,125.632535
721.213412,267,126.767388
3313.043352,599,129.542159
1851.19324,557,131.837444
971.797082,311,133.298666
433.735186,709,137.498377
672.382326,245,138.947475
556.150523,233,140.3441
617.394887,186,141.526964
1854.09744,457,143.970862
421.909552,313,145.415332
242.38348,315,146.914297
3578.340697,755,150.61894
7412.946111,1331,156.149692
1077.437378,292,157.398962
707.050836,1324,162.945474
698.541693,383,164.535999
1660.634486,452,167.136001
-219.791882,655,170.734185
1441.581917,449,173.028266
737.21072,269,174.336776
411.717915,367,175.910017
413.220475,248,177.00789
774.734039,495,179.148227
722.737606,232,180.185057
2285.44008,1764,187.655845
3666.345885,1021,191.477892
388.232171,594,193.754975
1534.598548,690,197.290261
796.917831,310,199.095428
819.472059,372,201.21216
1028.092152,770,205.281773
603.64553,221,206.483477
4572.650962,1075,210.900231
3827.70844,923,214.620485
4368.427716,1008,218.555269
17494.843258,3600,235.275938
4068.066892,1080,239.872053
1321.566001,355,241.573054
857.602655,214,242.377555
1302.060427,617,244.699602
8559.019479,2422,254.328987
1081.103969,594,257.654715
1253.161203,463,260.216443
1298.951813,508,262.578726
20961.68886,3600,277.196588
517.813093,451,279.037447
1371.758215,398,280.863482
3660.711908,1968,291.693278
1209.235712,284,293.050211
3280.962939,1581,300.757084
232.757686,695,303.883919
452.800451,311,305.329513
976.833277,336,306.851355
7290.130452,1358,313.939371
11393.126623,1989,324.3183
823.774932,268,325.552613
7655.467147,1459,332.401688
17333.9495,3600,348.350285
2692.584473,1233,353.230561
12247.844811,3600,368.408763
5760.824947,1184,374.566928
525.515107,303,375.842973
1896.670114,807,378.655076
1551.336595,549,380.611694
5759.205531,3541,395.024874
9019.254279,2862,406.943258
6039.32801,1618,413.011038
1554.174672,1132,417.447664
677.212108,235,418.379874
4283.647627,1344,423.424965
2837.936483,979,428.367793
921.882112,374,429.938353
532.494603,292,431.131524
973.462168,250,431.995256
2392.644315,718,434.417516
841.643912,442,435.946715
3677.913809,2147,444.168824
7781.470546,1650,449.986389
4847.487492,3600,466.064817
