#{"t_start": 1754520773.7286453, "env_id": "None"}
r,l,t
1711.424435,368,5.22346
1018.269679,392,7.162966
891.308022,305,8.834617
323.598087,246,10.174953
835.406599,428,12.710764
557.875384,343,14.6056
1560.776839,558,17.409738
695.97091,364,19.301194
1191.703489,688,22.843969
1329.279037,600,26.247465
886.622429,306,27.799934
1402.992148,328,29.371284
1157.752775,629,32.627894
1314.445825,949,37.924194
830.367149,371,40.272133
-109.241585,565,43.727884
1337.228308,456,46.07417
225.753555,408,48.298181
5.827359,324,49.811307
697.928473,364,51.571648
70.332569,463,53.716217
254.401392,234,54.715064
885.004528,588,57.490294
331.831063,316,58.969797
1155.938939,555,61.455945
555.356764,278,62.661919
472.470532,421,64.591527
373.292521,385,66.29718
345.085737,254,67.667423
358.353437,251,69.097853
531.469269,209,70.257752
595.39407,317,72.063979
507.079427,170,73.099026
1023.598896,332,75.201182
475.089307,288,77.016696
633.869055,218,78.262478
575.742482,198,79.271341
834.439951,249,80.519699
423.388693,231,81.661687
727.181851,264,83.025568
816.567578,288,84.465686
643.724245,326,86.065597
452.643485,300,87.553524
1000.228126,346,89.534422
555.829103,208,90.549692
1965.671388,602,93.239774
710.620408,204,94.12465
658.328543,497,96.277397
375.631145,280,97.568207
742.04611,221,98.515639
397.144223,500,100.802857
256.304672,912,106.232701
262.903553,318,108.142998
433.671087,747,112.477862
981.583675,384,114.045005
822.277485,252,115.049767
664.428266,192,115.880358
614.474065,203,116.702424
76.006617,284,117.955948
1571.938336,759,121.316372
689.725543,214,122.289053
1249.583191,360,123.915336
3154.324143,801,127.383569
479.064067,755,130.812093
1532.0536,541,133.212675
2688.945388,839,138.161155
394.681578,254,139.694822
613.281239,179,140.81879
1155.550685,326,142.746343
1532.851574,479,145.025421
559.574598,205,145.991859
1002.652776,320,147.519419
499.043418,289,148.824866
1228.643437,481,151.151332
1372.975906,827,154.5447
905.072904,261,155.661591
925.037421,306,156.994646
925.43306,260,158.090374
1583.285888,1138,162.863682
5565.900082,2131,173.920278
839.79791,1067,178.549865
6031.499937,1263,183.824614
682.12911,254,184.876446
10755.228857,3600,201.241039
3056.598062,2114,211.033863
1120.858435,247,212.060336
2660.439216,3600,226.768487
2973.242961,1047,232.537318
8664.171617,2089,241.792344
649.373668,186,242.501416
852.257003,1019,246.371203
1057.271982,255,247.398306
1161.041883,369,248.880139
973.958072,260,249.864265
3150.755499,1610,257.202647
2460.835685,1377,263.871174
930.490892,1171,268.749815
851.852165,223,269.683555
966.093701,280,270.76401
1152.252607,373,272.185844
1125.808971,965,276.146176
4342.790279,830,279.519868
4247.278564,840,283.76343
1026.147024,371,285.913568
3681.897422,2451,298.747188
5638.2634,2327,309.22445
3158.361118,1098,315.508313
744.186488,452,318.27218
3518.459596,1048,323.267406
4203.729463,1046,328.161222
1059.050832,281,329.518679
793.763118,298,330.902441
998.415124,368,332.585747
37277.745695,3600,348.508144
13434.993484,3541,362.250709
32806.814588,3600,378.830987
4426.523614,967,382.363145
1183.68631,542,384.470524
2619.226948,690,387.260165
