#{"t_start": 1754520773.7959156, "env_id": "None"}
r,l,t
1116.489501,269,4.589241
359.127566,619,7.790421
1198.616153,354,9.732832
809.574381,943,15.080745
1327.354191,298,16.606378
1398.582149,307,18.151488
91.628786,633,21.384672
661.651155,378,23.275252
1671.152517,519,26.323657
677.417382,238,27.520187
1351.521808,512,30.104032
824.366105,283,31.512388
547.610259,485,34.020099
1003.801801,448,36.551142
974.818093,319,38.503057
1053.400607,240,40.005895
678.877091,991,45.704258
360.551524,329,47.267127
222.732073,412,49.507859
924.004858,287,50.838012
361.666795,311,52.371006
742.607051,248,53.457797
339.377061,273,54.685182
387.316754,258,55.961308
268.476967,273,57.191166
519.414418,312,58.626509
234.126452,308,60.040664
777.549519,538,62.423203
877.118353,303,63.795046
551.409276,194,64.696465
1003.374349,339,66.164153
277.534889,283,67.735551
350.59945,344,69.684495
679.164688,230,70.974629
328.958609,231,72.273597
211.708308,276,73.979668
201.572457,310,75.934538
384.333903,303,77.799966
207.35385,235,79.011279
669.35297,219,80.093672
1263.39615,354,81.961095
311.931227,263,83.240603
410.850612,370,85.120713
646.18938,244,86.326501
120.341333,222,87.380821
507.633104,215,88.432778
196.976054,261,89.977799
1129.000085,305,91.390061
76.41674,411,93.235326
714.368007,255,94.359103
579.350502,398,96.064829
1874.167335,1069,100.871005
622.961558,451,103.587856
2740.900678,664,107.604604
721.887955,217,108.928256
993.650267,283,110.926463
758.563722,253,112.052779
742.539976,384,113.665477
584.116788,183,114.466213
415.306055,294,115.597387
978.027842,259,116.712199
647.021568,242,117.731566
1102.276967,404,119.555542
548.477189,200,120.438575
478.788296,172,121.184704
834.220715,328,122.678355
701.330866,219,123.675013
798.920628,249,124.760623
430.578483,260,125.925331
2529.150963,719,129.197267
1242.349065,566,131.537057
954.472849,310,132.92857
4924.074882,999,138.875761
1826.657924,688,143.009383
451.152438,221,144.020969
2686.705744,744,147.536102
1739.355941,813,151.358825
3048.634399,610,153.784683
2016.14733,719,156.904946
435.082629,320,158.279139
658.799877,597,160.800224
5788.179858,1379,167.374247
678.119352,969,172.471649
792.503696,249,173.772862
1482.345703,443,175.662515
1504.448055,900,179.636798
507.282436,728,182.600409
2138.702201,1155,187.606531
850.469398,732,190.316286
836.409534,294,191.441296
893.279202,446,193.130759
2225.044816,678,196.423884
989.51267,299,198.129972
1856.747262,1030,204.050898
1101.68449,1726,211.428054
693.127455,294,212.634659
1171.131526,469,214.550102
1353.329149,1324,219.682588
6741.645631,1550,226.167993
9935.750475,2255,237.393051
948.307875,267,238.537734
1622.730193,535,240.747158
3285.917947,1197,245.626197
1161.788633,1668,252.129943
839.564837,238,253.080912
9421.424578,1920,262.871812
1706.823308,812,266.210883
653.932743,195,267.022753
682.42315,191,267.853611
3314.853262,958,271.664959
904.02428,213,272.4891
1339.931022,403,274.024369
987.407628,265,274.971076
2252.750503,957,279.11765
2726.981207,1273,285.756169
4914.822112,1380,293.166934
7426.622012,1843,302.004872
7088.251886,1671,309.685916
9598.911396,1623,319.052223
1336.073288,489,321.400996
768.883999,695,324.666299
492.711363,450,326.776606
546.662016,482,329.05171
3933.5318,933,333.568418
9355.134186,1891,342.311621
127.468644,389,343.744972
3967.519402,972,347.729832
20113.896427,3600,361.793366
16169.589969,2622,374.823728
31543.522705,3255,387.069795
5322.397181,1892,395.197019
4807.005857,1581,401.56705
2790.31344,1045,406.008487
4829.684601,1354,411.149528
2114.759098,600,413.466453
2536.817661,882,416.878242
1829.429965,437,418.573714
3749.041644,1033,422.466527
4877.868071,1299,428.68788
1563.216098,478,430.66084
6657.505186,2611,440.322118
2317.150928,672,442.760303
7728.286264,1659,448.398455
4953.365532,2271,459.148297
8567.493863,1966,467.034933
3901.342493,1047,471.276568
2067.590534,1039,475.253895
2918.78397,660,478.893205
6315.045067,981,484.370297
1683.809878,380,486.027285
2726.086937,1454,492.231314
1370.001933,462,493.990066
3040.165507,682,496.702254
4331.37625,2020,504.459765
1547.31927,479,506.45844
3677.547759,1175,510.935511
3766.377852,792,514.26663
7686.742193,1460,519.536947
7837.77783,1916,527.044215
5313.059788,1184,531.324609
1688.038155,769,534.153476
1118.856103,275,535.582819
43453.329454,3584,551.019573
1693.806761,447,552.72726
5827.760559,2243,561.34838
3923.006314,2206,570.822346
1172.834141,350,572.421609
1628.937191,525,574.47454
1173.304594,440,576.118496
2527.126417,615,578.533627
1748.169155,535,580.746188
3340.709404,1011,585.463933
1143.180324,408,587.533827
2799.725939,1109,592.908289
4251.615258,747,596.099096
3737.327012,925,600.19306
743.938895,287,601.443812
2384.800385,771,604.840627
907.094924,563,607.60434
1198.797394,477,610.647408
2076.331752,997,615.199966
7061.566303,2290,625.264234
26754.730917,2844,638.229063
1838.208647,623,641.069289
657.212679,345,642.62842
5419.169711,2109,652.059591
3100.686893,1347,658.007343
15319.86492,2160,667.830743
2038.077376,656,670.670813
1454.957342,321,672.138626
15030.237143,3600,688.16345
4776.610282,885,692.085633
15193.17121,2375,702.785425
3614.236106,1146,707.704801
6079.955095,938,711.849996
1183.684573,478,713.95686
560.287956,762,717.268449
2294.400851,1006,721.972794
1387.926042,355,723.477315
614.560853,374,725.138116
1246.047035,403,726.919243
1006.021173,247,727.975351
31766.637224,3600,744.122959
1151.614533,279,745.363441
5718.762678,1001,749.845468
2640.817984,694,752.829737
12267.159317,1795,760.974955
21006.176626,3600,777.011072
15554.260583,3600,793.72902
4912.508755,3600,809.773861
3294.027001,1019,814.55467
3026.178793,886,818.34842
1133.856124,376,820.01195
2443.406215,632,822.740473
5220.817196,3600,838.553784
5028.25196,3600,854.478679
8449.295514,1898,862.704503
2797.648069,1620,870.039459
17685.29972,3600,885.992941
13288.293492,2762,898.005977
17873.265401,3600,913.8925
11177.978987,1626,921.204027
1234.689439,352,922.771179
2823.966745,1582,929.635731
8590.996518,3600,945.528421
20684.05135,2919,958.523907
1420.677165,391,960.206774
11624.819956,3600,976.043985
5128.147951,1621,983.119825
5039.563829,2040,992.25063
7747.444943,1785,1000.100455
4464.720069,2992,1013.461543
4347.866181,1448,1019.752411
3645.093996,751,1023.052284
3698.275698,1224,1028.668167
18020.781114,3600,1044.298574
2735.580117,1489,1051.097998
1071.897222,430,1053.029319
6291.879498,2600,1064.35896
1054.647608,530,1066.949974
5954.225869,2320,1077.021294
30625.283441,3349,1091.820472
4347.333174,863,1095.595817
13271.503777,3600,1111.679151
6864.379517,3600,1127.670144
5723.254843,2640,1139.509265
12066.37807,3600,1155.264315
1275.57931,581,1157.815062
8618.782696,2266,1167.71621
18592.693242,2635,1179.46515
1083.898034,907,1183.418007
17831.370347,2611,1195.069487
1172.998873,922,1199.245811
4477.031903,716,1202.368408
6194.761482,3600,1218.488574
560.842805,219,1219.431009
3420.812204,2900,1232.314238
2588.986791,892,1236.19998
696.203272,324,1237.61408
1415.633637,498,1239.809213
3229.453032,2086,1249.097439
2660.373705,1718,1256.590742
2538.997764,1002,1260.974207
4685.850229,1074,1266.155627
1213.321622,467,1268.132954
2075.819203,1477,1274.486004
1009.053526,369,1276.119008
3955.394757,1661,1283.520612
4784.73034,3600,1299.258837
4042.266628,802,1303.105331
5162.798589,3098,1316.565232
17395.026987,3575,1332.342159
8563.75727,2017,1341.458957
983.857521,466,1343.501026
5554.418528,2991,1356.904762
2154.953505,1742,1364.385889
6490.491099,1453,1370.702378
7150.864302,2953,1383.997759
26798.913991,3432,1399.427144
1969.79895,781,1402.920682
3614.369678,735,1406.176882
1468.858141,373,1407.846824
10078.049524,2143,1417.442791
3351.766935,1823,1425.493942
5177.811425,1139,1430.755003
4354.789777,1940,1439.291787
13622.106831,3015,1452.727128
7194.475711,2579,1464.1287
10040.892122,1762,1472.101658
23423.531185,2898,1485.120914
3225.213957,1509,1491.562343
2220.959438,881,1495.434066
3556.71943,653,1498.290201
1936.478912,755,1501.875412
1336.02913,358,1503.505559
5177.811428,1525,1510.40649
1362.63967,482,1512.626473
1537.686448,393,1514.557247
2826.599228,1442,1521.303609
603.309766,309,1522.636147
2060.216259,1192,1527.874715
5617.455138,2472,1538.921029
3534.552736,2054,1548.049762
562.500573,211,1548.961076
1449.320843,767,1552.249499
1459.188474,775,1555.69842
