#{"t_start": 1754520773.8048756, "env_id": "None"}
r,l,t
1035.711705,308,4.785094
2032.874711,625,8.038675
189.15447,449,10.479744
1174.639897,274,12.107863
916.642542,289,13.748372
1417.991145,417,15.958645
861.040523,279,17.356796
45.079503,608,20.452987
1756.168501,961,25.790034
1701.087912,554,28.549965
460.766115,330,30.211167
956.532942,331,31.868018
563.197703,351,33.708736
747.275441,272,35.181105
888.251304,482,38.019068
591.452354,463,40.965899
707.689573,319,42.883706
852.194956,529,45.728447
556.515638,250,46.926599
383.908546,328,48.74099
258.507512,389,50.588181
702.818391,256,51.799538
686.370542,358,53.430114
724.718515,258,54.592259
798.517165,250,55.834632
1285.600165,461,57.94732
1120.27928,385,59.67475
700.307411,231,60.772914
790.499168,279,61.993056
-32.154855,350,63.569397
858.260136,272,64.790437
207.96237,272,65.971562
472.305217,348,67.868906
704.226223,268,69.372372
349.131259,210,70.546308
570.060786,469,73.30097
496.239493,205,74.549758
572.164909,380,77.005141
676.936373,289,78.599233
340.454585,247,79.826296
669.072978,247,81.071504
1190.148852,468,83.439861
407.76191,317,85.03805
520.980089,344,86.784037
691.57503,218,87.775518
321.945147,207,89.126387
532.072964,355,90.779342
545.655595,216,91.747427
1132.776577,315,93.163543
689.046166,245,94.24119
648.875911,265,95.36064
392.656143,539,97.786418
767.97689,221,98.773936
843.719214,246,99.877882
237.117421,427,102.031082
742.385771,202,103.303871
630.675015,290,105.060824
465.238385,295,106.862521
2603.143767,576,110.640393
-392.98099,725,113.851192
1122.524608,388,115.408741
2815.573026,632,118.123346
570.958886,186,118.980721
763.492043,400,120.708643
197.160886,285,122.035474
293.432931,289,123.318748
102.22236,383,125.026767
1425.765669,472,127.058758
1334.446456,616,129.950132
979.81382,258,130.965549
608.210986,231,131.955708
2333.548326,1476,140.42973
460.3455,321,142.33205
103.508417,446,144.504814
787.493092,223,145.571089
1349.474457,363,147.30377
856.872803,307,148.705132
700.209626,234,150.041355
536.470983,263,151.116111
435.724077,570,153.392206
573.354304,207,154.278922
1080.782345,316,155.668096
3476.544338,668,158.52895
1050.397835,363,160.085934
2819.770387,822,163.433682
916.675487,281,164.67503
728.694917,953,170.088269
1431.2731,397,172.106441
481.616456,816,175.898609
1105.389893,337,177.394117
-354.534024,1174,182.33642
680.739726,218,183.259319
402.295666,1099,187.982743
942.941239,222,188.820786
1337.997795,370,190.147069
1026.407995,353,191.502769
852.793277,472,193.295437
1744.428298,457,195.427839
1186.947945,1954,206.183622
5361.359082,2377,215.876043
3951.863796,2627,226.643152
1483.699222,395,228.749895
1066.851581,378,230.867048
4042.47189,999,235.723457
812.740247,635,238.412803
1606.377441,649,241.384224
1301.693162,1371,246.62778
2817.912269,902,250.187132
1027.875833,391,251.68651
832.448586,219,252.530753
4897.051766,3600,269.278383
733.92905,213,270.181758
856.101453,277,271.169394
1138.158203,289,272.295204
745.488921,201,273.09988
1018.49189,1017,277.221509
392.776257,629,279.930704
6994.633009,1409,287.605908
1112.758185,2093,298.412355
6092.087252,2913,312.106405
1681.353063,467,314.824701
32691.667935,3600,332.547239
5341.158795,1381,339.795551
5899.731168,1136,343.954684
956.554246,336,345.316753
3266.548023,1019,349.58995
5689.139479,3600,363.48102
1951.377765,968,368.665543
2775.280844,824,373.305355
1822.208974,498,375.285419
1065.483581,477,377.000681
5699.539035,1393,381.985083
2615.58164,1000,385.983219
6023.541816,1042,390.223957
3548.336827,1670,397.716899
1527.770366,1278,402.467411
5888.094627,1831,409.899949
432.038604,417,411.498265
820.768786,440,413.195794
478.145835,322,414.488257
2448.148807,1420,419.763422
3581.845414,1276,425.130184
6351.475967,2330,434.631114
560.57297,413,436.050759
19142.206885,3600,449.272716
13046.968933,2638,461.590164
18951.691602,2111,469.799124
2499.361373,566,472.169658
8987.760218,2387,484.106371
6391.11531,1612,491.162441
1091.226468,400,492.762445
3438.150136,975,496.559529
6527.508276,1791,503.416994
5932.693158,1473,509.183099
5260.668914,1185,514.054086
1084.030059,363,515.527317
1910.135246,486,517.179616
4240.111353,1078,521.074639
3252.681382,1037,525.32753
1822.962029,680,527.889935
13510.639358,1986,535.441636
2542.294565,992,540.503495
16774.680663,3600,554.795641
1839.51942,517,556.969885
1444.028571,441,558.502241
19522.713849,2477,568.801719
3323.797698,964,572.974575
5061.702607,999,576.815486
9535.120798,2061,585.856681
14716.417661,1978,595.200575
6148.140174,1346,601.070033
7606.755115,2772,614.662116
2499.729353,619,617.418458
17353.625099,3114,631.352589
5693.80811,1560,638.433106
1331.411015,383,640.156763
3685.37922,1699,647.917928
13905.24776,3600,663.687605
16665.135168,3600,679.856486
6285.240735,3600,695.967207
-99.250744,990,700.309757
3417.877309,964,704.726238
4055.789428,792,708.16715
3714.527514,1099,713.026678
10707.554281,2504,724.195995
964.162008,326,725.654313
6316.815504,1853,733.797048
1004.366982,390,735.530433
6244.785948,1576,742.775378
6382.63806,1354,748.731296
1163.262653,436,750.68277
3565.281118,1359,756.895388
1817.41196,922,760.913067
1619.420238,427,762.753046
2749.167422,1385,768.817979
5847.975923,1180,774.277029
10052.469783,2283,784.302489
2626.811831,2774,797.63917
13791.565127,1996,806.389053
2831.112696,754,809.707419
2603.379297,906,814.029648
4042.022065,2611,825.33404
1536.680408,398,827.056521
11124.233264,2423,837.752528
6386.671776,3600,853.635474
693.484378,272,854.869981
825.829486,308,856.218853
5268.375838,885,859.995114
5519.989777,1723,867.806877
8251.393544,1298,873.390279
8067.371611,2614,885.083911
2051.136562,511,887.324521
2617.474889,773,890.683554
12645.439285,2554,902.099003
4972.961851,1327,907.871987
9869.273139,1772,915.502491
3067.043141,2220,925.417909
31875.617385,3214,939.676639
2959.4155,686,942.687158
2253.671123,1450,949.011543
2281.135025,1056,953.559559
16460.76682,3097,967.219954
21109.499748,3600,983.140775
16482.355602,1974,991.700353
18226.66496,3600,1007.751963
836.691019,358,1009.312973
5605.486623,1614,1016.626968
5877.35731,2318,1026.777287
1307.024725,590,1029.666609
3258.356442,1364,1035.540531
14512.995257,3600,1051.511945
1060.662108,422,1053.385984
8356.921632,2186,1062.895507
5342.694966,906,1067.159405
786.089268,497,1069.314227
1317.497393,728,1072.463464
17453.354902,3600,1088.318445
918.387637,303,1089.651652
10027.607333,3600,1105.762066
27538.102759,2974,1118.705766
3559.793948,2022,1127.837602
3637.296308,990,1132.134621
6076.76402,2111,1141.601575
11522.774836,2282,1151.485463
3792.977197,1863,1159.815739
1756.413309,1695,1167.227475
1226.819012,450,1169.245036
6152.894373,1926,1177.848393
3834.276811,1789,1185.702572
1680.368952,707,1188.769486
2236.012071,2126,1198.392571
8906.713706,3600,1214.595211
5785.192585,1829,1222.485415
1447.345423,1509,1229.348073
7638.591758,1793,1237.15484
16369.915308,3600,1253.043902
1460.281,841,1256.758014
2186.329892,1249,1262.292603
1030.593873,572,1265.099684
8003.522038,1129,1269.987904
20830.25422,3600,1285.929678
11705.608958,3600,1301.894593
6454.800314,1571,1308.717277
723.805962,583,1311.24158
894.987391,335,1312.728874
5071.924478,1139,1317.706949
1125.118533,605,1320.634778
22022.747413,3600,1336.24348
9900.740642,3600,1352.269831
11954.415077,3308,1366.916679
963.993204,306,1368.199044
11093.163974,3137,1382.235772
2918.107961,1440,1388.729354
1434.792457,745,1392.206795
18510.056144,3600,1408.228923
4456.038249,834,1412.181226
3925.127964,1005,1416.508378
3810.626308,1548,1423.333627
6388.874018,1122,1428.45142
17828.797434,2622,1440.028435
7807.140614,3519,1455.682435
4295.713029,1042,1460.364509
6290.540711,3600,1476.353262
1850.2468,1522,1483.321841
12100.864253,2051,1492.175863
4723.152269,1926,1500.844863
628.80543,210,1501.804921
6208.188434,1798,1509.934977
6814.803566,1903,1518.734185
2828.460354,1685,1526.426245
1075.952851,448,1528.394349
2042.501054,952,1532.564958
8012.70125,3190,1546.895851
6678.37877,2057,1555.89632
738.653957,292,1557.479965
2307.5809,1307,1563.303568
2494.638004,620,1565.997502
14851.61023,2022,1575.188235
583.89727,288,1576.486666
2779.483307,868,1580.153924
2257.141797,1272,1585.788993
5070.557908,1087,1590.557796
2722.086349,744,1594.264661
832.700799,241,1595.356573
1693.75096,877,1599.238775
691.93158,194,1600.122651
3191.499581,777,1603.592506
2542.420597,857,1607.379907
8066.618977,1748,1615.458409
7777.142778,1266,1621.209813
500.81932,199,1622.17106
603.416866,182,1622.993947
3451.757834,2469,1634.088825
22512.870098,2960,1647.429805
1984.039492,452,1649.65415
664.300875,218,1650.668069
573.32415,237,1651.69498
5511.678345,949,1655.941627
5160.624938,968,1660.121076
568.521462,187,1660.967261
1029.839675,326,1662.417669
3809.142336,762,1665.839477
10569.12394,3600,1682.266959
626.86784,200,1683.119934
571.313429,182,1683.937655
470.492391,140,1684.531169
494.381941,196,1685.403757
692.541167,239,1686.741251
1052.407679,544,1689.224031
922.464362,436,1691.165608
704.543989,184,1692.011429
1660.607332,648,1694.80123
31174.924271,3230,1709.225549
2478.321847,879,1713.121347
341.112324,315,1714.545656
2601.943913,1446,1720.877132
1370.184821,853,1725.067646
3104.17453,1046,1729.652102
1632.338186,642,1732.462892
5862.266739,1480,1738.838196
1588.543028,876,1743.094437
2582.271465,783,1746.427413
820.695677,314,1747.761712
7182.516064,2772,1772.002897
1656.79372,1020,1776.574347
3555.602562,1324,1782.474655
5238.453209,1049,1787.118312
666.126869,200,1788.019775
4249.851609,1568,1795.194851
18446.777638,3600,1811.319853
2364.768079,690,1814.357986
21907.006241,3066,1828.159145
7486.755848,1344,1833.943994
5683.650029,983,1838.307919
3104.264295,987,1842.727449
3116.408379,872,1846.773103
27766.994065,2473,1857.473872
10045.286393,1871,1865.758349
684.983994,240,1866.814669
945.181064,459,1868.837142
5177.832393,1705,1876.212979
8861.417725,3225,1890.373908
6217.787765,3337,1905.196369
9840.064437,1671,1912.539303
7013.330767,1014,1917.148272
3917.810532,865,1920.979396
3171.529192,589,1923.562005
2273.134188,2009,1932.393315
2595.991712,600,1935.315356
2231.396485,1053,1939.890707
4009.57825,1827,1947.924162
7330.046488,1149,1953.287241
3794.881535,1011,1957.826544
9784.400026,1559,1964.589601
2486.377565,1150,1969.700259
564.97482,189,1970.531347
451.865582,264,1971.966199
1662.098952,693,1975.04173
827.711202,399,1976.741098
22665.319784,3600,1992.765774
7453.588034,1828,2000.736079
1802.404093,509,2002.988446
12128.577018,3600,2018.935457
17245.514987,2616,2030.658857
1350.29257,1000,2034.958729
1089.57057,873,2038.747202
3325.021981,758,2042.10572
8368.069942,1786,2050.213085
15127.417485,3600,2066.230754
41529.382236,3600,2082.296329
8892.331979,3600,2098.304176
644.433987,776,2102.038733
16040.985258,2336,2112.138213
1910.237421,1363,2118.360886
19003.35881,3600,2134.359185
823.520137,243,2135.653976
11201.776957,1700,2143.238887
697.270661,211,2144.198081
277.49774,276,2145.435833
5421.028849,1555,2152.256554
25995.011606,3600,2168.202971
2043.307172,426,2170.04545
15068.847868,3600,2186.083989
734.97644,288,2187.357802
1908.532293,426,2189.111402
5450.939476,944,2193.577462
17517.638092,3600,2209.526063
1729.374117,498,2211.694627
2214.995506,670,2214.583003
3013.379988,739,2217.726211
1845.434529,617,2220.389357
3363.482915,1778,2228.431869
35382.461066,3600,2244.198066
42709.805523,3600,2260.00739
7128.782422,2192,2269.853177
6484.320134,3600,2285.633049
10636.746935,3600,2301.510026
2668.591622,780,2304.820266
1911.209475,413,2306.609218
3776.835265,1889,2314.739171
23107.120287,2538,2326.07062
1238.689954,373,2327.711697
26032.655556,2929,2340.64104
33526.592815,3600,2356.42641
13803.624705,3600,2372.257783
8526.597175,2179,2381.715098
1069.742927,297,2382.999088
12743.150294,3600,2398.867363
777.326702,234,2399.919513
14491.70904,2197,2409.788951
11457.835082,2158,2419.119164
47282.837801,3600,2434.992784
42110.393883,3600,2450.597782
28897.160357,3600,2466.431416
31745.393009,3600,2482.297097
578.800645,310,2483.652683
581.204436,174,2484.383646
23741.771822,3600,2500.219957
3793.035971,1221,2505.466732
549.488625,320,2506.82876
24712.264326,3600,2522.760335
2542.554533,1298,2528.449697
330.607093,295,2529.733674
22697.416458,3600,2545.469912
399.922359,249,2546.512265
3832.381306,3600,2562.353722
12057.286699,1829,2570.647891
1226.706685,571,2573.134809
3425.145981,816,2576.653475
1103.049473,707,2579.641901
414.232338,430,2581.562528
1124.701222,955,2585.854872
17641.440153,2365,2596.188925
1016.051656,515,2598.381729
7610.505197,3318,2612.907797
4136.237333,664,2615.752264
14854.768904,2277,2625.719261
3053.35289,1071,2630.376
15172.988911,3303,2644.534053
4080.618205,3600,2660.115875
3175.712582,2202,2669.52133
18575.031998,3600,2685.216238
41609.077973,3600,2700.654117
3229.601366,2071,2709.611155
5295.919402,3600,2725.199768
6438.563409,1429,2731.433949
4741.83003,2072,2740.248674
4135.381144,2718,2752.255181
13530.407495,3600,2768.22537
33357.087301,3600,2784.186634
413.917163,386,2785.743441
16684.60731,3600,2801.856458
7583.112051,1219,2807.079186
17139.347748,3600,2823.206599
30446.993859,3600,2839.142965
1625.817818,1415,2845.307736
6946.188793,3600,2861.368813
6012.882368,3137,2875.49031
667.747113,294,2876.773419
16553.456585,3600,2892.96712
4248.89685,3054,2906.238546
2206.944868,859,2910.150846
14495.498002,3600,2926.00448
1772.843728,894,2930.058842
951.268627,366,2931.695663
11647.239811,1743,2939.376513
9153.935128,3600,2955.468393
5509.310638,2302,2965.768384
9712.064882,3600,2981.295981
1570.42495,729,2984.786445
14241.572086,3600,3000.842809
13222.769098,3293,3015.25494
5594.334494,1152,3020.696971
28920.597063,3600,3036.713464
3118.429955,2118,3045.945766
20395.762154,3600,3062.029619
774.093643,367,3063.717777
547.952318,159,3064.444511
4553.548386,3139,3078.381492
9265.712281,3600,3094.759205
1051.904847,843,3098.394555
476.010108,177,3099.132196
753.941159,225,3100.05812
2131.696057,1871,3108.322992
424.463963,365,3110.184623
33951.820889,3600,3126.151004
499.631165,186,3127.025031
26838.045308,3600,3143.125979
47249.458009,3600,3159.01407
1858.648224,3337,3173.765787
481.078816,313,3175.200585
15825.15601,3600,3191.026093
1118.792169,1351,3197.209426
4475.734705,3600,3213.162119
9959.411254,3600,3229.438087
9658.248117,3600,3245.370969
6461.677732,1774,3253.279635
9652.348015,2310,3263.391138
5453.557326,2040,3272.276049
9173.126924,3600,3288.350753
1259.888091,3600,3304.379999
16604.770007,1913,3312.941998
21281.413927,3600,3329.135603
1799.752539,856,3332.812896
11069.905621,2245,3342.628238
13522.02079,3467,3357.957523
5337.894371,2042,3367.142438
4804.989608,2337,3377.388623
2938.359505,1553,3384.660407
2783.67045,1960,3393.128183
6491.791173,1872,3401.505165
10350.722075,2574,3412.66782
3395.227367,2461,3423.91476
19693.059002,1844,3431.919069
2330.32262,487,3434.134322
2787.307514,3600,3450.290083
25076.523683,3127,3463.996096
5487.639043,1164,3469.140045
