#{"t_start": 1754520773.410906, "env_id": "None"}
r,l,t
1456.009874,306,5.1596
899.734734,246,6.409625
2872.93843,1119,12.586748
1169.257626,436,15.045015
-129.936654,777,18.981729
814.604212,301,20.521076
1399.945001,517,23.219845
675.013859,365,25.023006
860.998571,364,27.254566
1566.773841,632,30.429971
1474.893518,309,32.002489
1010.598079,308,33.600228
945.716113,221,34.76708
912.664594,382,36.90672
996.361486,454,39.730744
1052.839016,244,41.276768
871.685033,426,43.839548
1382.459835,595,46.90286
1698.362407,722,50.605328
265.309981,401,52.522422
310.594452,240,53.609362
733.144983,288,54.845312
781.480668,259,56.081186
68.990124,328,57.642728
1258.513836,348,59.248029
454.741415,306,60.676937
224.638751,330,62.124349
271.811895,249,63.198992
532.315787,303,64.535043
146.337875,372,66.210075
574.982378,291,67.710793
246.764921,183,68.725272
285.469699,250,70.188229
159.246491,237,71.572943
729.654621,228,72.850465
529.88028,179,73.939458
666.246848,367,76.241729
466.853096,184,77.453276
190.469762,238,78.779711
446.654104,245,80.014518
296.493994,217,81.132698
306.127788,263,82.458919
104.955335,296,83.913544
936.286377,308,85.471542
351.161958,266,86.794981
277.716166,228,87.885856
409.656568,234,89.020952
998.540601,262,90.566016
3564.683535,640,93.465169
584.543029,183,94.247769
2129.379836,644,97.103014
523.994218,324,98.538319
226.160983,407,100.413439
530.084727,279,101.693861
645.008891,270,103.325829
545.798942,264,104.966902
850.184511,357,107.113028
587.884515,190,108.27545
676.890408,205,109.564111
1218.583714,284,111.487105
684.087544,226,112.486848
-1550.558303,886,116.154393
409.894142,259,117.270241
1811.709138,471,119.335795
1903.228723,635,122.116631
636.677935,192,123.000197
672.625028,307,124.423216
950.142885,329,125.859
806.440929,242,126.880674
784.947028,317,128.244386
703.515076,224,129.42568
340.292027,272,130.62574
1139.777892,372,132.087476
3392.587168,696,135.832708
457.635561,345,137.899942
273.457979,264,139.454722
2284.412474,707,143.660126
472.658491,364,145.306205
1128.351556,355,146.989689
386.467565,292,148.367933
981.77983,396,150.412038
1043.172339,939,154.237604
670.120229,217,155.208653
632.130458,223,156.163128
719.817906,233,157.140456
3229.707648,923,161.067939
997.618121,266,162.147129
603.15272,433,163.921605
2739.630807,731,168.131215
811.7514,268,169.432326
748.083569,232,170.593669
1341.938307,1430,177.348648
7722.786249,1879,185.241675
684.463955,245,186.240507
1224.325196,639,189.020922
912.525663,1146,193.282285
7250.187243,2315,205.516451
2589.511799,751,208.905456
626.977585,796,212.139911
1113.265347,282,213.286388
3770.512241,815,216.572906
6480.299196,3600,232.803789
1669.581667,496,235.132693
773.769181,208,236.017786
1010.278993,366,237.560097
7353.346096,3600,252.050091
1607.789142,394,253.620109
3867.930958,3294,269.124197
738.741332,206,269.95326
1243.870544,277,271.038543
