#{"t_start": 1754520773.80588, "env_id": "None"}
r,l,t
994.831702,348,5.001876
476.348891,326,6.633921
1173.523502,284,8.163649
1584.6874,355,10.121345
937.978514,230,11.427752
1508.718765,593,14.813148
1073.013307,342,16.557709
878.17263,594,19.576051
-425.852491,971,24.475706
10.214624,474,27.280461
1433.250335,381,29.159569
703.778394,272,30.603807
751.658066,287,32.029648
329.390811,418,34.225024
1422.675198,319,35.96421
684.056496,265,37.563216
677.550951,410,40.149587
3814.0869,1190,46.787621
1497.730764,452,49.209529
596.746385,196,50.139162
1353.070217,410,52.069446
717.791338,242,53.179109
401.926909,500,55.446895
903.409026,323,56.979629
636.326659,207,57.922659
484.297991,333,59.454845
592.571469,201,60.423573
387.478487,277,61.615472
808.677825,374,63.267223
643.061761,239,64.341814
888.702075,281,65.553394
1522.343844,385,67.539708
854.325311,256,68.994361
808.518952,301,70.723125
531.026549,312,72.522214
673.458538,264,74.126477
371.201313,360,76.401433
697.421684,227,77.80513
232.101951,247,79.066545
578.904903,316,80.708355
841.898026,240,81.91251
367.025068,253,83.15312
698.251892,219,84.256892
568.562885,302,85.781178
93.886077,247,86.993043
365.611738,282,88.353677
511.888891,237,89.727325
555.833367,193,90.701538
40.228449,422,92.57845
735.278591,210,93.509038
158.473651,386,95.210972
1407.935339,350,96.764414
887.642245,235,97.829919
535.425502,225,98.818953
762.998568,249,99.939693
619.099588,214,100.919658
554.875098,231,102.226086
276.063537,357,104.466902
323.777341,814,109.408451
883.125839,254,111.146154
637.397343,227,112.16781
1675.444373,847,115.628871
5561.665261,1184,120.803714
608.642736,193,121.642968
610.230273,207,122.605223
756.438076,218,123.600901
1548.124226,857,127.33632
657.853263,241,128.577292
336.984521,284,129.815025
429.860406,493,131.852545
586.968948,259,133.027921
391.067759,276,134.678137
537.652781,219,135.978222
589.396288,215,137.237929
1414.610464,752,141.794741
6127.058797,1026,146.811015
114.837688,810,150.717908
464.995405,213,151.620471
725.73869,378,153.077024
8353.346062,1305,158.673828
521.732004,181,159.478119
1244.382357,342,160.881813
861.014603,255,161.925015
818.053534,250,162.968302
1021.072543,491,165.211468
1160.707573,300,166.989463
1027.269945,848,171.538065
6346.553426,2077,180.868075
2095.403111,832,184.291925
678.915168,287,185.454714
624.619966,229,186.675569
668.019936,237,187.629051
2623.624907,1207,192.123496
4641.150957,1454,199.408396
881.338854,823,204.111236
1131.382793,347,205.797363
860.104825,384,207.35282
1424.560287,306,208.693872
2051.04597,564,210.956628
1232.275066,434,212.730696
4517.456418,1050,216.927774
1202.309691,575,219.129358
3205.20316,1304,224.263643
1124.964752,251,225.486477
2157.068571,917,230.396406
3941.690811,3600,246.066944
1421.178576,3199,260.551281
1252.969281,1067,265.162387
7426.078887,1653,271.898075
1858.950091,926,275.407146
1728.954557,1441,281.809835
1236.643313,274,283.382585
2931.860032,948,288.912938
15564.298328,3037,303.577571
3907.809579,1110,308.667504
609.03315,428,310.953711
3489.34101,1517,319.583859
2299.668551,1243,325.504667
2616.411363,1014,330.249108
943.17989,417,332.153613
11760.511956,1729,340.793818
1565.7104,512,342.625087
1113.504014,354,343.924199
610.826288,583,346.339499
10916.548738,1917,354.265589
1045.90883,483,356.081769
1599.589046,535,358.07605
3526.37426,1240,362.686536
3606.307629,1480,370.409388
913.769584,370,372.657513
9310.586404,2172,380.722344
589.596961,233,381.559923
3908.032925,741,384.490367
348.01971,268,385.59741
4433.262432,953,389.498265
747.426455,415,391.027012
3164.954119,619,393.618354
1039.090854,378,395.727931
1928.825929,1090,400.182627
733.224408,445,401.767288
8183.516998,2076,410.134242
13215.856413,2532,419.713301
2785.530864,707,422.538107
3330.703231,907,426.856688
3216.62765,661,429.8706
6342.174044,2096,437.324044
6503.655406,3600,451.081095
1452.885425,503,453.920967
966.321785,324,455.616292
1996.560129,950,459.421912
8300.275458,1639,466.042758
27232.749025,3600,482.170573
514.880647,628,485.437471
5342.759485,1358,491.292316
2419.924093,1143,495.742368
6741.157045,1349,500.980576
3687.701193,851,504.249626
345.471186,270,505.281646
5480.863353,3600,519.108418
597.552325,353,520.478749
13141.415866,2146,528.902178
2158.964952,854,531.899047
2886.095252,656,534.347667
4366.912022,933,539.529585
1519.663024,683,542.268909
951.067084,431,544.048319
1316.619212,482,545.974205
4331.941077,998,549.876086
2184.97931,1501,555.859951
7256.076448,1561,561.690149
557.221417,288,562.774863
1049.277685,290,564.007052
2171.129587,711,567.340289
743.691807,290,568.544081
7228.912076,1351,574.23301
2138.629063,614,576.567854
1366.071181,317,577.801743
2107.669587,804,581.113225
2907.961151,913,585.378975
5728.324335,1516,592.823237
3877.372534,966,596.968829
2686.581056,1280,602.605895
8639.775324,1815,611.987347
17365.965157,2464,622.857722
3525.17949,1579,630.052791
12508.243,2774,642.58377
1573.996027,599,645.273252
2641.357735,841,649.16449
29409.497972,3069,662.556692
2442.674422,896,666.807997
2949.267071,1173,672.028309
1946.159153,1315,677.723195
898.218038,369,679.390831
11731.424176,3116,693.369496
23490.60733,3600,709.396347
2040.90116,625,712.110837
2965.334082,1401,718.255119
714.771828,300,719.79679
546.461217,308,721.209481
6095.191517,1762,728.882121
1249.837033,583,731.474205
640.941577,251,732.576252
1260.699372,542,734.938527
5268.069969,1266,740.805358
2417.180795,1266,746.402983
673.418233,259,747.57651
6161.375594,1980,756.493655
1654.197155,1885,764.727106
13261.828132,2973,778.06204
4427.975063,1108,782.950398
695.734613,274,784.116528
12003.019082,3079,798.833143
4877.598858,852,802.592376
14745.173224,3600,818.561794
19889.082318,3600,834.38712
889.743079,470,836.400537
4629.212419,833,840.057585
928.396591,599,842.642414
3577.173536,1350,848.747078
3296.580571,1662,856.04365
15280.246792,2049,864.925567
1731.990966,645,868.015887
502.532021,347,869.505541
1129.262039,359,871.032008
12954.414632,1655,878.274595
1178.569862,470,880.386834
2319.418491,1434,886.836773
1387.139312,659,889.651761
952.532484,667,892.614188
1758.808851,1367,898.545962
2163.228741,919,902.868907
550.335231,729,906.032561
43716.944106,3600,921.891605
8974.773321,3054,935.182746
1110.500687,571,937.872316
8970.469754,2019,946.716245
3252.31546,2479,957.745261
18754.39358,3600,973.296879
5710.581768,3600,989.262653
4927.492947,2184,999.041933
1320.406908,483,1001.229435
2499.517443,739,1004.476347
6263.373825,1468,1011.084053
2274.418805,713,1014.203657
4955.912581,3353,1029.136665
13033.265353,2354,1039.347902
