#{"t_start": 1754520773.6261907, "env_id": "None"}
r,l,t
1397.463926,324,5.053223
-1518.767257,911,9.860691
997.930344,480,12.638619
359.336455,665,16.228369
936.831897,243,17.404806
433.134021,445,19.706889
2099.331483,966,24.605915
619.981254,307,26.599523
364.312492,423,28.72865
1416.685093,382,30.644279
213.19257,336,32.343764
1018.370047,238,33.599049
883.299815,320,35.291278
832.480857,407,37.665
1393.690217,307,39.631943
904.7334,302,41.509578
1190.55567,465,44.312281
991.670331,313,45.851584
2334.627957,793,49.894949
555.762553,307,51.380055
445.519113,356,53.054179
730.661875,471,55.208201
487.890726,304,56.637889
772.03813,273,57.857243
672.688148,395,59.685603
282.730653,243,60.83254
819.585171,328,62.263872
444.314908,322,63.697459
466.627552,545,66.107778
389.905681,330,67.877686
646.376657,212,69.031651
566.891497,258,70.524928
731.832235,315,72.319981
501.787578,184,73.439112
367.171606,360,75.69957
327.304356,210,77.033811
340.761362,217,78.297514
595.402206,260,79.634144
363.739632,371,81.483434
336.523819,270,82.834428
782.4599,308,84.394379
702.7357,213,85.487271
-109.646863,464,87.731267
786.118807,248,89.2689
1192.587933,490,91.526537
591.263964,180,92.322453
295.450345,576,94.862292
1272.759944,306,96.191082
447.873768,285,97.511766
898.651466,302,98.828423
768.394055,244,99.954291
312.221438,252,101.098343
-836.628965,759,105.644037
1134.778348,284,107.396064
19.490828,390,109.758181
2776.96083,1342,116.032525
542.372881,195,116.830597
607.59661,201,117.663435
688.364352,214,118.648748
7136.580329,1525,125.474515
1565.020852,390,127.118459
611.343027,192,127.952251
666.217927,190,128.987729
797.73182,252,130.098044
1557.012302,658,132.789767
1100.462798,484,135.647331
954.371152,320,137.550881
688.979558,197,138.70207
641.951418,227,140.06708
1631.522219,1342,147.033894
524.605399,188,147.90019
2184.421528,945,152.246564
644.676131,230,153.132294
1168.334445,483,155.219621
3088.048702,727,158.330167
2486.520708,560,160.686621
3086.513545,803,164.010793
1927.279278,526,166.851716
50.461036,608,170.215282
661.094478,230,171.399833
1522.173553,1056,176.367252
1792.296511,614,179.023883
5476.117201,1476,185.179286
1723.907547,782,188.575798
4327.133532,2391,199.189584
3584.989697,782,203.655443
1270.162075,281,204.998013
1123.514462,250,206.286023
1335.081546,340,207.66932
1256.841136,674,210.509599
1920.836938,1390,216.10441
7700.846203,1911,223.565166
293.227105,1060,228.702832
893.680532,217,229.920832
7585.330023,1679,237.92269
3868.66864,2217,246.990836
1207.930247,289,248.102121
3376.440159,856,251.425962
12143.867208,3600,268.12602
1436.191877,560,270.443793
1724.141073,459,272.164456
9649.852858,2045,280.642252
1727.126496,593,283.683311
13321.157944,2532,297.257246
737.086947,241,298.463167
1518.688557,1250,304.054063
9746.678554,2058,314.479033
3776.047162,1477,322.344016
3477.907662,1611,329.920853
3618.533621,870,334.152909
486.129532,454,336.225237
816.468901,325,338.018996
639.952364,295,339.780591
1604.783883,412,341.346892
2666.761731,1333,346.432632
2170.518128,2435,356.349292
1861.247659,2233,365.076699
3179.3766,2764,378.157218
490.594283,281,379.168842
4539.685206,1421,384.456345
577.13461,205,385.295094
721.522028,274,386.404691
560.746632,250,387.413868
5595.06819,1155,391.980537
12257.614145,3600,407.277462
7419.405309,1588,413.258562
5960.269116,1180,417.888474
26139.653119,3509,432.501883
6051.063959,1312,437.015838
4914.475061,2348,445.799285
1567.031991,416,447.191154
2420.877829,928,451.058396
5695.292112,1854,459.781886
5450.877592,896,463.41189
3321.561229,1152,467.930919
1081.188836,688,470.557706
1281.407446,446,472.4863
1017.419004,308,473.663383
10333.943941,1567,481.575074
2667.581323,770,485.639921
4686.565943,974,489.66889
2843.053294,684,492.663634
4611.892122,1881,499.991904
5761.982842,929,503.505389
3057.334402,640,505.935083
1753.697833,523,508.204884
2685.879576,952,511.887506
5048.301109,3145,524.110977
7292.091705,1323,529.018834
10736.451659,2955,541.67101
3443.957252,1489,547.706617
5593.503074,1120,552.065782
7707.344438,1790,558.991885
1233.426018,312,560.160374
4391.817203,929,563.666663
1950.935091,1527,570.531113
2886.654796,745,573.725638
4243.863721,864,577.055766
1136.788839,271,578.090673
2291.15973,923,581.929857
634.496403,359,583.606729
611.851533,435,585.732163
765.912714,309,587.277313
1070.478258,902,591.770432
10929.811106,1713,599.221047
837.820593,210,600.159487
3269.450956,1600,607.455817
5434.449507,1004,612.976164
1464.553055,494,615.182537
18025.28164,2282,625.222493
1253.128186,1130,630.446782
2082.13718,566,632.986861
