#{"t_start": 1754520773.8068905, "env_id": "None"}
r,l,t
1277.215428,277,4.620925
1427.750529,535,7.388425
910.185981,306,9.054819
2028.298762,773,13.451887
1761.333654,374,15.467075
-1431.396714,1040,20.770555
374.249166,339,22.540806
1098.082815,248,23.703607
994.869054,293,25.654061
1091.81872,696,29.07826
1066.017159,338,30.837413
1105.268379,339,32.580239
508.193386,313,34.188964
916.628822,303,35.819886
542.430606,369,38.103423
366.621686,412,40.709941
1140.789345,421,43.261823
1163.840875,1027,48.660887
942.148385,294,50.066378
872.241184,393,51.925828
1057.377409,353,53.548854
936.911035,304,54.96478
315.925493,383,56.769697
557.830444,190,57.597522
672.053776,550,60.164652
793.807104,258,61.26291
971.14972,309,62.65015
1933.064884,589,65.296634
616.945448,212,66.254281
881.900458,240,67.520488
734.614931,222,68.765983
161.625378,256,70.256271
156.318646,312,72.027163
802.794294,271,73.680737
499.626425,179,74.810563
826.771608,263,76.464631
625.155936,200,77.698872
538.261398,281,79.154671
1017.251215,289,80.62544
716.682959,221,81.697832
754.423579,374,83.626555
211.03111,233,84.764197
302.569468,303,86.300403
613.173227,402,88.244593
595.13811,328,90.097691
662.631155,211,91.107143
798.358788,224,92.077787
588.888916,195,92.959605
1132.018923,281,94.210535
186.203876,348,95.701583
573.813439,191,96.554915
261.824154,415,98.389926
610.479937,186,99.246621
568.245228,197,100.193441
3211.463508,597,103.480928
2182.59907,605,107.15661
501.062909,310,109.073116
3389.19648,1075,114.417581
659.050731,229,115.308541
683.481788,214,116.205994
695.084154,205,117.059894
809.862698,1554,124.044892
1441.578093,328,125.478472
549.626864,192,126.268939
567.764872,222,127.219851
2078.683045,567,129.900257
973.169448,267,130.984211
782.663922,230,131.971097
4442.704253,779,136.261257
717.986207,412,138.677984
1216.947697,1035,144.429955
898.370047,274,145.750116
3107.785378,628,148.664715
1244.710469,951,152.885129
415.26395,333,154.300183
711.186616,235,155.292947
707.551694,280,156.520521
746.517177,360,158.064445
901.240031,599,160.589875
795.044689,270,161.680699
1896.05388,776,165.092918
631.386733,209,166.331266
629.849499,209,167.83152
740.745733,276,169.165181
6594.185924,1525,176.451147
3279.915998,886,180.317738
694.597946,496,182.309087
1143.46437,246,183.362359
1125.674019,735,186.61276
7281.644299,2027,194.431431
1993.651607,774,198.768988
3162.935935,1233,205.604438
1406.984795,429,207.37114
5428.834043,2057,215.752526
1037.940845,250,216.752823
1577.637766,555,218.883376
2904.022033,629,221.208203
2018.127773,924,225.169422
10161.413748,2776,238.730268
1222.67637,362,240.245613
3810.059517,894,243.926681
3544.667747,1676,250.51588
886.201839,1271,256.241007
1047.692511,323,258.045886
1200.054315,301,259.784115
1862.369394,1381,265.709076
15491.919352,2431,275.336624
669.073859,344,276.951461
1559.371841,359,278.399151
1378.657126,1145,284.101292
10461.269534,2112,295.278606
1157.085393,673,298.819968
4816.668434,1737,306.611311
3372.127448,1225,312.900685
1852.250952,611,316.482488
3549.479612,3459,333.327658
15407.022881,3302,347.778197
16128.611231,2977,359.496613
3124.955817,859,362.720112
13542.317613,2096,373.704946
927.031156,392,375.313123
13467.927615,2658,385.145868
906.315406,452,386.93673
5811.548386,1341,392.22007
5903.112204,1051,397.431139
1714.597855,396,398.950971
926.836185,290,400.027956
10560.958044,2723,410.749714
5617.128359,1042,414.836594
809.658422,362,416.195191
4251.867393,1019,419.929036
853.307924,456,421.737135
10555.588361,1333,428.06696
4938.25134,888,431.589853
2880.506865,1440,436.56897
3836.478826,1487,442.41302
5346.960372,1375,447.130278
3303.622098,1020,451.579178
8854.144235,1845,460.094888
3447.034178,797,463.28058
15294.043514,3169,475.943683
993.652832,287,477.527032
4092.996317,2310,488.950536
1102.169122,281,490.353168
12762.343221,1687,497.046721
2423.971592,698,499.698019
2642.994798,779,502.662939
3854.631931,875,506.225971
1143.146821,424,507.837189
6320.903406,2343,516.957468
10545.380578,3600,530.500899
7116.779423,3600,546.098596
934.752328,349,547.463845
1440.635307,2352,556.737798
6715.801529,1437,562.080821
2187.924027,1630,569.202685
2082.15931,1073,573.792071
13466.108815,2861,585.89306
5749.562455,2564,597.707815
33563.066205,3437,614.257743
1041.619017,343,615.800448
1102.920429,332,617.262019
10617.029589,1686,624.63675
5317.139508,3106,638.822056
1248.131913,549,641.316145
1210.367814,480,643.435884
831.356181,264,644.620823
4073.483274,874,648.689735
37603.045009,3600,664.704913
13921.912373,3115,678.407208
2034.724257,1068,683.411749
2282.261889,834,686.995182
5109.016831,2417,697.701687
893.189288,300,699.007057
12287.598674,3178,713.194377
795.175377,372,714.772257
36596.554676,3600,730.855272
2922.063127,797,734.354915
1133.517345,772,737.963611
3384.312229,1540,744.815114
2695.086682,1907,753.237966
7516.201434,1445,759.830131
11678.766652,2159,769.238288
1441.488924,439,771.199448
2282.072071,755,774.756643
3208.713994,647,777.606811
4364.887023,2691,789.862668
1409.365972,785,793.814069
3639.112856,3109,807.626146
1182.329671,586,810.255334
4281.257977,1197,815.753391
2036.909894,821,819.345246
3450.565222,1939,827.773126
32406.453749,3600,843.590917
4562.646078,1164,848.879058
6435.494486,1193,854.070493
1169.655962,669,857.028118
13837.318997,1648,864.10931
4847.020045,890,868.31978
14421.456168,2931,881.109382
17098.421999,1958,889.820132
13272.606483,3600,905.820904
18123.527935,3600,921.66184
1209.174749,375,923.303109
35168.495546,3138,936.969582
4550.886982,2596,948.550399
4816.42357,3356,963.331451
13718.705515,3600,979.212549
4189.246773,2155,988.629137
2521.51608,1168,994.026202
14177.440025,3600,1009.713839
28593.180672,3600,1025.711294
3484.996356,1278,1031.592078
749.09728,297,1032.851041
14670.898063,2411,1043.290268
2734.547922,609,1045.94276
1339.308091,1081,1050.944761
4478.729605,1121,1055.866558
2572.678917,3600,1071.854394
10201.753627,3017,1085.229598
38283.465551,3600,1101.19325
38958.284154,3600,1116.999709
1914.979836,538,1119.516901
2387.993106,1168,1124.665347
1094.305766,354,1126.214676
1264.814029,378,1127.936865
963.842138,438,1129.837098
2233.224834,1056,1134.413932
10417.592108,2280,1144.519648
2743.573845,1540,1151.257996
1490.106496,379,1152.942057
